gene,fcm_cluster,fcm_membership,wgcna_module,concordance_quadrant,reversal_quadrant
HNRNPA1,C2,0.6379228793353237,Black,Conc. Down,Exacerbated Down
COX6C,C3,0.960306311296829,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
PARP1,C1,0.5098350720592806,Purple,Disc. YDn/OUp,Exacerbated Up
IFIT2,C2,0.940523931204857,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
UCHL1,C2,0.999501855814372,Blue,Conc. Up,Reversed (Aging Down / Training Up)
LTA4H,C4,0.9363868326891251,Yellow,Conc. Down,Exacerbated Down
ALDOC,C2,0.9665540434766822,Magenta,Conc. Up,Reversed (Aging Down / Training Up)
LIMS3,C1,0.9997774963644268,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
HSPA1A,C2,0.9985648093145166,Blue,Conc. Down,Exacerbated Down
CALM1,C1,0.8059644993096917,Brown,Conc. Up,Reversed (Aging Down / Training Up)
FDX1,C3,0.9430863771804592,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
COX8A,C3,0.9996591699150504,Green,Conc. Up,Exacerbated Up
GAA,C3,0.872454198870337,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
RRAS,C2,0.915324781995577,Red,Conc. Down,Reversed (Aging Up / Training Down)
DLAT,C3,0.9999903622533294,Pink,Disc. YUp/ODn,Exacerbated Down
TXN,C4,0.7180854010219361,Yellow,Conc. Down,Exacerbated Down
COX5B,C3,0.9730621285035151,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
MAPT,C2,0.9979549601177596,Blue,Conc. Up,Reversed (Aging Down / Training Up)
PRKAR1A,C4,0.98812080025155,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
ESD,C4,0.996700833946836,Red,Conc. Down,Exacerbated Down
HSPD1,C3,0.9999937742224216,Turquoise,Conc. Up,Exacerbated Up
THRB,C1,0.9999694430574764,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
CLU,C4,0.9976780341662088,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
MYL2,C1,0.9997779114060892,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
HSPA5,C2,0.9999397691907876,Blue,Conc. Up,Reversed (Aging Down / Training Up)
LAMC1,C1,0.999487807940632,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
MYH3,C1,0.9771304934403268,Brown,Conc. Down,Exacerbated Down
HSPA8,C2,0.9979046825311734,Blue,Conc. Up,Reversed (Aging Down / Training Up)
PDHB,C3,0.9995237762901024,Pink,Disc. YUp/ODn,Exacerbated Down
DBT,C1,0.5046538609767597,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
RALA,C3,0.39595193227506,Green,Conc. Down,Reversed (Aging Up / Training Down)
LAMP1,C2,0.9944142712721152,Turquoise,Conc. Up,Exacerbated Up
ACADM,C3,0.9782913971629772,Turquoise,Conc. Up,Exacerbated Up
UBL4A,C2,0.9972993284211994,Blue,Disc. YUp/ODn,Exacerbated Down
DMD,C4,0.5444690355241387,Purple,Conc. Down,Exacerbated Down
ADH5,C4,0.996028719372444,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
COL6A1,C1,0.9992569523932312,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
COL6A2,C1,0.9961272698205343,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
COL6A3,C1,0.9995373359715188,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
SLC25A6,C3,0.994247131856096,Red,Conc. Up,Exacerbated Up
IMPDH2,C2,0.6428908370258409,Red,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
CKB,C4,0.9330946847234992,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
BCKDHA,C3,0.9627381899091982,Green,Conc. Down,Exacerbated Down
ACTN1,C1,0.9999695318529522,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
MYH1,C1,0.9989015954177284,Brown,Conc. Down,Exacerbated Down
MYH7,C1,0.9999899237130774,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
PEPD,C2,0.567164238443331,Yellow,Conc. Down,Exacerbated Down
XRCC6,C1,0.8852773897409234,Turquoise,Disc. YDn/OUp,Exacerbated Up
XRCC5,C4,0.840618852646509,Yellow,Conc. Down,Exacerbated Down
COX4I1,C3,0.9997599293971924,Green,Conc. Down,Reversed (Aging Up / Training Down)
IFITM1,C4,0.9548517484437026,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
LAMP2,C4,0.697982141099262,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
RNH1,C4,0.7506275057353711,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
MYH8,C1,0.9999031875216818,Brown,Conc. Up,Reversed (Aging Down / Training Up)
VCAN,C4,0.8712839446607129,Yellow,Conc. Down,Exacerbated Down
EEF2,C2,0.9580619966909072,Blue,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
KRT10,C1,0.4328957060890741,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
PDIA4,C2,0.5780219794363501,Turquoise,Conc. Up,Exacerbated Up
TPT1,C4,0.8781850244632589,Red,Conc. Down,Reversed (Aging Up / Training Down)
ALAD,C4,0.913546065036358,Red,Conc. Up,Exacerbated Up
PLS3,C3,0.47229779731330024,Turquoise,Disc. YDn/OUp,Exacerbated Up
APEH,C4,0.997485148769863,Red,Conc. Up,Exacerbated Up
ETFA,C3,0.9999998426950676,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
TNNT1,C1,0.9999946538608796,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
GYS1,C2,0.9961908125831374,Blue,Conc. Up,Reversed (Aging Down / Training Up)
PRKAR2A,C4,0.9656227766876182,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
ENO3,C4,0.6414861976694491,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
CD59,C4,0.887000589173409,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
CD99,C2,0.9899183450036496,Purple,Conc. Up,Reversed (Aging Down / Training Up)
PRKCSH,C4,0.6894184648849555,Blue,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
COX7A2,C3,0.9982837282115664,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
NID1,C1,0.9960061574853946,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
PKM,C4,0.9721451997883032,Yellow,Conc. Up,Reversed (Aging Down / Training Up)
ACYP2,C2,0.9901156058841384,Yellow,Conc. Up,Reversed (Aging Down / Training Up)
HSP90B1,C2,0.9993123061759948,Blue,Conc. Up,Reversed (Aging Down / Training Up)
MYL6B,C1,0.9997649299833316,Brown,Conc. Up,Exacerbated Up
COX6B1,C3,0.9860428025269304,Green,Disc. YDn/OUp,Exacerbated Up
DARS1,C2,0.9999231977986272,Blue,Conc. Up,Exacerbated Up
UQCRB,C3,0.9560084770822848,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
FABP4,C3,0.91452517016206325,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
GLUL,C3,0.9858045567127024,Green,Conc. Down,Reversed (Aging Up / Training Down)
AKR1B1,C2,0.6539533913897589,Yellow,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
GSPT1,C2,0.6229225935841977,Yellow,Conc. Up,Reversed (Aging Down / Training Up)
PGAM2,C4,0.9653133505526196,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
EZR,C2,0.9991988348318358,Blue,Conc. Up,Reversed (Aging Down / Training Up)
UCHL3,C4,0.9775060180660992,Brown,Conc. Up,Reversed (Aging Down / Training Up)
NME1,C4,0.7552636518368108,Turquoise,Conc. Up,Exacerbated Up
RPS2,C2,0.5403593601267892,Blue,Conc. Up,Reversed (Aging Down / Training Up)
RPA2,C1,0.9537417993755318,Green,Disc. YDn/OUp,Exacerbated Up
COX7C,C3,0.999783551194945,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
CBR1,C2,0.999195959266361,Blue,Conc. Up,Reversed (Aging Down / Training Up)
ACADS,C3,0.9999890785372154,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
PPP3CB,C4,0.8513329366540896,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
ATP2A2,C2,0.5074064513544132,Red,Conc. Down,Reversed (Aging Up / Training Down)
FAH,C4,0.9837590635149572,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
TMEM11,C3,0.9999842120707082,Green,Disc. YDn/OUp,Exacerbated Up
GOT1,C3,0.9999853344547616,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
CKMT2,C3,0.9999997731078148,Turquoise,Conc. Up,Exacerbated Up
NDUFB7,C3,0.986313049647946,Green,Conc. Down,Reversed (Aging Up / Training Down)
PRKACA,C2,0.8482212640940205,Red,Conc. Up,Exacerbated Up
CAPN2,C2,0.992777448685995,Blue,Conc. Up,Exacerbated Up
DES,C1,0.9998376862240024,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
PFKL,C2,0.5315462167741968,Yellow,Conc. Up,Reversed (Aging Down / Training Up)
LGALS3,C2,0.993331462677962,Blue,Conc. Up,Exacerbated Up
FLT1,C1,0.999516315965336,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
PSMC3,C4,0.3746795999060223,Red,Conc. Up,Reversed (Aging Down / Training Up)
TCP1,C2,0.999975461783112,Blue,Conc. Up,Reversed (Aging Down / Training Up)
RPL35A,C2,0.8405554356230044,Black,Conc. Down,Exacerbated Down
ARF4,C1,0.836714531183958,Red,Disc. YUp/ODn,Exacerbated Down
RPL7,C1,0.9992247681383004,Black,Conc. Up,Reversed (Aging Down / Training Up)
VCL,C2,0.9934122662530104,Blue,Conc. Up,Exacerbated Up
RPL17,C1,0.9997613860247668,Black,Conc. Up,Reversed (Aging Down / Training Up)
PGAM1,C4,0.99187535922059,Red,Disc. YDn/OUp,Exacerbated Up
ATP5PF,C3,0.9999242585245554,Pink,Conc. Up,Reversed (Aging Down / Training Up)
TSPAN8,C4,0.8864232472678748,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
TNNI1,C1,0.9999900325387826,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
NCL,C1,0.9995956845924928,Black,Disc. YDn/OUp,Exacerbated Up
NDUFV2,C3,0.9945607998262675,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
TYMP,C4,0.7992093853833445,Brown,Conc. Up,Reversed (Aging Down / Training Up)
ATP2B1,C4,0.5867799041969131,Black,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
EIF2S2,C1,0.8993240946927452,Black,Conc. Up,Reversed (Aging Down / Training Up)
TPSB2,C1,0.9314634676363664,Turquoise,Disc. YDn/OUp,Exacerbated Up
BTF3,C4,0.9220566295065136,Red,Disc. YUp/ODn,Exacerbated Down
PVALB,C1,0.7534969270983934,Brown,Conc. Down,Exacerbated Down
PSMB1,C4,0.953152297164922,Red,Conc. Up,Reversed (Aging Down / Training Up)
COX5A,C3,0.9948943269954508,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
CAPN3,C1,0.6845549244975795,Black,Conc. Up,Reversed (Aging Down / Training Up)
CAST,C2,0.9613987422473684,Blue,Conc. Up,Reversed (Aging Down / Training Up)
NEB,C1,0.9990268856251152,Brown,Disc. YUp/ODn,Exacerbated Down
GSTM3,C4,0.959764816745742,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
CSRP1,C2,0.9853001122084336,Blue,Conc. Up,Reversed (Aging Down / Training Up)
FLNA,C2,0.9982016218917656,Blue,Conc. Up,Reversed (Aging Down / Training Up)
MAOA,C3,0.9994779179648522,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
ACO1,C3,0.7304903060760808,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
GPD1,C4,0.9997293267633784,Yellow,Conc. Down,Exacerbated Down
VDAC1,C3,0.9537807735824246,Green,Conc. Down,Reversed (Aging Up / Training Down)
BGN,C1,0.9153590692539902,Brown,Conc. Down,Reversed (Aging Up / Training Down)
RYR1,C4,0.8430926434990315,Yellow,Disc. YUp/ODn,Exacerbated Down
SDHB,C3,0.9999632991367244,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
TGM2,C1,0.7945155370609464,Green,Disc. YDn/OUp,Exacerbated Up
MMUT,C3,0.9685618220715948,Turquoise,Conc. Up,Exacerbated Up
PCMT1,C4,0.6355322909410295,Red,Conc. Down,Reversed (Aging Up / Training Down)
GART,C2,0.9991347128235714,Blue,Conc. Up,Exacerbated Up
PAICS,C2,0.9440430700735684,Magenta,Conc. Up,Reversed (Aging Down / Training Up)
UBA1,C4,0.9929804802702032,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
FDXR,C1,0.987410087392794,Brown,Disc. YDn/OUp,Exacerbated Up
HNRNPA2B1,C1,0.9478748648167163,Brown,Disc. YDn/OUp,Exacerbated Up
UQCRC2,C3,0.9999967423852396,Green,Disc. YDn/OUp,Exacerbated Up
FECH,C1,0.628588248838215,Turquoise,Conc. Up,Exacerbated Up
AMPD1,C1,0.9383343792661394,Red,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
FBLN1,C4,0.5017075753347384,Black,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
SFPQ,C1,0.9962800889432316,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
HRC,C2,0.6523960398179623,Blue,Conc. Up,Reversed (Aging Down / Training Up)
ME2,C3,0.7162570115982225,Pink,Conc. Up,Reversed (Aging Down / Training Up)
RPS3,C2,0.9954310194959916,Purple,Conc. Up,Reversed (Aging Down / Training Up)
AHCY,C2,0.997935899042616,Magenta,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
CFL1,C4,0.7907845895172665,Red,Conc. Up,Exacerbated Up
ATP2B4,C4,0.986557471264284,Yellow,Disc. YUp/ODn,Exacerbated Down
CPT2,C3,0.9997270468944452,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
LAMA2,C1,0.9999555531514368,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
GPT,C3,0.9999753699225776,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
COX7A1,C3,0.9576183313584846,Green,Disc. YDn/OUp,Exacerbated Up
COX7B,C3,0.9261884491584096,Green,Conc. Down,Reversed (Aging Up / Training Down)
EEF1B2,C2,0.9655479398317126,Blue,Conc. Up,Reversed (Aging Down / Training Up)
ATP5PB,C3,0.9997651574176064,Pink,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
ACP1,C4,0.9875901270548468,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
ACAT1,C3,0.999996335403498,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
AZGP1,C4,0.9854149833471738,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
MPST,C4,0.9853084858502013,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
RPS12,C1,0.5745677901973854,Purple,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
ATP5F1A,C3,0.9999925257068693,Pink,Conc. Up,Exacerbated Up
PSMA1,C4,0.9741199466267554,Red,Conc. Up,Reversed (Aging Down / Training Up)
PSMA2,C4,0.9992722744487088,Red,Conc. Up,Reversed (Aging Down / Training Up)
PSMA3,C2,0.9602235651486344,Red,Conc. Up,Reversed (Aging Down / Training Up)
PSMA4,C4,0.9816159762734956,Red,Conc. Up,Reversed (Aging Down / Training Up)
MSN,C2,0.999931326628686,Blue,Conc. Up,Reversed (Aging Down / Training Up)
DDX6,C4,0.9401493561069504,Magenta,Conc. Down,Exacerbated Down
RPL13,C1,0.9997066293247668,Black,Conc. Up,Reversed (Aging Down / Training Up)
IVD,C3,0.999082131046416,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
S100A4,C2,0.9978557249143744,Blue,Conc. Up,Exacerbated Up
HMGB2,C3,0.8928212297611088,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
TARS1,C2,0.980976659026076,Blue,Conc. Up,Reversed (Aging Down / Training Up)
VARS1,C2,0.9999147620312564,Blue,Conc. Up,Exacerbated Up
EEF1G,C2,0.7781958691596095,Blue,Conc. Up,Reversed (Aging Down / Training Up)
FKBP2,C1,0.9330188838696908,Green,Conc. Down,Exacerbated Down
MAOB,C3,0.9999817534133388,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
YWHAQ,C2,0.9490052500151366,Turquoise,Conc. Up,Exacerbated Up
MAPK3,C1,0.8169161545731968,Brown,Conc. Down,Exacerbated Down
RPL10,C1,0.999944921185045,Black,Conc. Up,Reversed (Aging Down / Training Up)
APEX1,C2,0.8130914773565567,Turquoise,Disc. YDn/OUp,Exacerbated Up
MAP4,C2,0.9998171370154052,Blue,Conc. Up,Reversed (Aging Down / Training Up)
CANX,C2,0.9950005136656798,Blue,Conc. Up,Exacerbated Up
PSMA5,C4,0.9940713223392696,Red,Conc. Up,Reversed (Aging Down / Training Up)
PSMB4,C2,0.5245758152133628,Yellow,Conc. Up,Reversed (Aging Down / Training Up)
PSMB6,C4,0.6832038253842094,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
PSMB5,C2,0.7708069849051706,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
TMOD1,C1,0.999974898381766,Brown,Conc. Up,Reversed (Aging Down / Training Up)
NDUFS1,C3,0.9925175651214488,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
MAPK1,C2,0.6400791000841167,Red,Conc. Up,Reversed (Aging Down / Training Up)
RBL1,C2,0.6835765528540159,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
CD38,C4,0.986153793624033,Yellow,Conc. Down,Exacerbated Down
IMPA1,C4,0.6599345678670903,Magenta,Conc. Down,Exacerbated Down
COL4A5,C1,0.979825238650444,Brown,Conc. Down,Exacerbated Down
EEF1D,C2,0.9964953254902092,Blue,Conc. Up,Reversed (Aging Down / Training Up)
MARCKS,C2,0.9984340067041908,Blue,Conc. Up,Exacerbated Up
GNA11,C3,0.5361449578072711,Brown,Conc. Down,Exacerbated Down
ALDH4A1,C3,0.9852866339882628,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
ERP29,C3,0.8727812108080308,Green,Conc. Up,Exacerbated Up
BLVRB,C4,0.9998775472545304,Red,Conc. Down,Reversed (Aging Up / Training Down)
ATP5F1D,C3,0.9956063635263556,Pink,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
RPL12,C1,0.9823544751104506,Black,Conc. Up,Reversed (Aging Down / Training Up)
ECHS1,C3,0.9999844031593212,Turquoise,Conc. Up,Exacerbated Up
PEBP1,C4,0.9968404267909609,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
PDIA3,C4,0.9373615877842204,Blue,Conc. Up,Reversed (Aging Down / Training Up)
PPP2R1A,C2,0.9993801769331226,Blue,Conc. Up,Exacerbated Up
PPIF,C3,0.999999924602722,Turquoise,Conc. Up,Exacerbated Up
NMT1,C1,0.8190861832714825,Purple,Conc. Down,Exacerbated Down
ADSS2,C4,0.9368597412610764,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
LRPAP1,C4,0.9358045270672956,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
TSPO,C3,0.9936300764374362,Pink,Conc. Up,Exacerbated Up
ADSL,C4,0.9999165488053408,Yellow,Conc. Down,Exacerbated Down
CLIP1,C2,0.9875166718110604,Blue,Disc. YUp/ODn,Exacerbated Down
SRI,C4,0.8172525991560692,Turquoise,Conc. Up,Exacerbated Up
ALDH1B1,C2,0.9989735240778485,Blue,Conc. Up,Reversed (Aging Down / Training Up)
SDHA,C3,0.9995795098114032,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
CASQ1,C4,0.9167651983474104,Red,Conc. Up,Reversed (Aging Down / Training Up)
DNAJA1,C4,0.5796005217361133,Blue,Conc. Up,Exacerbated Up
UQCRC1,C3,0.9998208170688904,Green,Disc. YDn/OUp,Exacerbated Up
HIBADH,C3,0.9965611753247358,Turquoise,Disc. YDn/OUp,Exacerbated Up
ATIC,C2,0.9832376964845748,Blue,Conc. Up,Reversed (Aging Down / Training Up)
HNRNPH1,C1,0.6101664398704358,Green,Disc. YDn/OUp,Exacerbated Up
YWHAB,C2,0.99576436551970815,Red,Conc. Up,Exacerbated Up
S100A11,C2,0.9990947672257896,Blue,Conc. Up,Exacerbated Up
GBP2,C2,0.9988069249336222,Blue,Disc. YUp/ODn,Exacerbated Down
ACSL1,C3,0.9999979457108156,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
KIF5B,C2,0.7078251846975623,Blue,Conc. Up,Exacerbated Up
SHMT1,C4,0.998632642118784,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
SHMT2,C3,0.9997955124279312,Turquoise,Conc. Up,Exacerbated Up
HSPA4,C2,0.998802788238908,Blue,Conc. Up,Exacerbated Up
MPI,C4,0.9828163628098026,Brown,Conc. Down,Exacerbated Down
PFN2,C2,0.9996623830656064,Blue,Conc. Up,Reversed (Aging Down / Training Up)
CTNNA1,C3,0.9960247561232176,Pink,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
RDX,C4,0.9751902400421892,Red,Conc. Down,Reversed (Aging Up / Training Down)
RPL22,C1,0.9922254757403453,Purple,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
FBN1,C1,0.9713473478314476,Brown,Conc. Down,Reversed (Aging Up / Training Down)
AGL,C4,0.9699491474731284,Yellow,Conc. Up,Reversed (Aging Down / Training Up)
COPB2,C2,0.7860152214790667,Blue,Conc. Up,Reversed (Aging Down / Training Up)
ACTN2,C1,0.9999658936894912,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
ADD1,C3,0.5003124449157237,Red,Conc. Up,Exacerbated Up
FUS,C1,0.988708479259497,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
DEK,C1,0.9818313938467956,Brown,Conc. Down,Exacerbated Down
GLRX,C4,0.9872581349150592,Brown,Conc. Down,Exacerbated Down
PPM1A,C4,0.5687889592810776,Turquoise,Conc. Up,Exacerbated Up
HMGCL,C3,0.999980656943814,Turquoise,Conc. Up,Exacerbated Up
PSMC2,C2,0.9993365800336084,Blue,Conc. Up,Reversed (Aging Down / Training Up)
ATP5F1C,C3,0.9999513419243932,Pink,Conc. Up,Exacerbated Up
RPL4,C1,0.9986147687299938,Black,Conc. Up,Reversed (Aging Down / Training Up)
LONP1,C3,0.9999900033993344,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
PGM1,C4,0.9998418774554448,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
DLST,C3,0.9999887371980364,Turquoise,Disc. YDn/OUp,Exacerbated Up
GMPR,C4,0.997248867957886,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
SRP14,C1,0.892235002007359,Purple,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
TAGLN2,C3,0.7430177554077305,Turquoise,Conc. Up,Exacerbated Up
ETFB,C3,0.9999999340660568,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
ATP6V1A,C4,0.9878033561809524,Red,Conc. Up,Exacerbated Up
HSPA9,C3,0.9974321277984288,Turquoise,Conc. Up,Exacerbated Up
RPS19,C1,0.5848026535473188,Purple,Conc. Up,Reversed (Aging Down / Training Up)
RPL3,C2,0.5796451117010859,Black,Disc. YUp/ODn,Exacerbated Down
COL15A1,C1,0.9846608850456258,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
DDOST,C2,0.9074137031287124,Magenta,Conc. Down,Exacerbated Down
ANP32A,C2,0.5186286397287334,Blue,Conc. Up,Reversed (Aging Down / Training Up)
CAPG,C2,0.8893734211489451,Blue,Conc. Up,Reversed (Aging Down / Training Up)
CAP2,C1,0.9997968917017706,Green,Disc. YDn/OUp,Exacerbated Up
CCT6A,C2,0.9941758202690084,Blue,Conc. Up,Exacerbated Up
RPL13A,C1,0.9971643004084176,Black,Conc. Up,Reversed (Aging Down / Training Up)
ARL1,C2,0.5072377941749489,Magenta,Conc. Up,Reversed (Aging Down / Training Up)
MDH1,C4,0.5950935218944777,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
MDH2,C3,0.999997187917276,Turquoise,Conc. Up,Exacerbated Up
HADHA,C3,0.9998892274349548,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
EIF2S3,C2,0.999754275948666,Magenta,Disc. YUp/ODn,Exacerbated Down
NAA10,C2,0.963798684164992,Blue,Conc. Up,Reversed (Aging Down / Training Up)
PPP1R2,C4,0.981507310339215,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
GARS1,C2,0.4047340557012918,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
IARS1,C4,0.5572729238907864,Magenta,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
EIF1,C1,0.964827066210812,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
ECI1,C3,0.999972331491284,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
TMPO,C4,0.8545243903820019,Green,Conc. Down,Reversed (Aging Up / Training Down)
AKR1C3,C2,0.9999379344893184,Blue,Conc. Up,Exacerbated Up
RPS27,C2,0.8523531546535602,Blue,Conc. Up,Reversed (Aging Down / Training Up)
LRPPRC,C3,0.9997016780887118,Pink,Conc. Up,Reversed (Aging Down / Training Up)
ACAA2,C3,0.9999986447379104,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
RPL35,C1,0.9971376371665716,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
PAFAH1B1,C2,0.9460882973245666,Magenta,Disc. YUp/ODn,Exacerbated Down
CRAT,C3,0.999999892522342,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
GPD2,C4,0.9999250885617288,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
PSMC4,C2,0.99909136438644,Blue,Conc. Up,Reversed (Aging Down / Training Up)
TSFM,C3,0.9992421639149354,Turquoise,Conc. Up,Exacerbated Up
TNNT3,C1,0.999990895890836,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
ASPA,C3,0.99978752883017,Turquoise,Disc. YDn/OUp,Exacerbated Up
PPIC,C3,0.5837963551401815,Brown,Conc. Down,Exacerbated Down
VDAC2,C3,0.9615656833103956,Green,Disc. YDn/OUp,Exacerbated Up
ACADSB,C3,0.9999971039451656,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
USP5,C2,0.999101903897654,Blue,Conc. Up,Reversed (Aging Down / Training Up)
MAP2K4,C4,0.4747987673644294,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
PHKA2,C3,0.6471221502035965,Brown,Conc. Up,Reversed (Aging Down / Training Up)
PHKA1,C4,0.7972273593887578,Red,Conc. Up,Reversed (Aging Down / Training Up)
CRKL,C1,0.9655796726852492,Black,Conc. Down,Exacerbated Down
BAG6,C2,0.7651151711648706,Blue,Disc. YUp/ODn,Exacerbated Down
NSF,C4,0.996681811493912,Yellow,Conc. Up,Reversed (Aging Down / Training Up)
RPL27A,C1,0.7916596046051353,Black,Disc. YUp/ODn,Exacerbated Down
RPL5,C1,0.9996374998533768,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
RPL28,C1,0.9963684944671356,Black,Conc. Up,Reversed (Aging Down / Training Up)
RPS9,C2,0.9958382861882086,Purple,Conc. Up,Reversed (Aging Down / Training Up)
RPS5,C1,0.8708224237221567,Purple,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
