pathway,pval,padj,foldEnrichment,overlap,size,overlapGenes,database,odds_ratio,dedup_status,merged_into,overlap_jaccard,module,Description
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.11210941020930222,0.9230341440565882,1.6676470588235295,7,26,,GO:BP,1.9328275644065118,NA,NA,NA,turquoise,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway
GOBP_REGULATION_OF_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,0.11210941020930222,0.9230341440565882,1.6676470588235295,7,26,,GO:BP,1.9328275644065118,NA,NA,NA,turquoise,Regulation Of Cytoplasmic Pattern Recognition Receptor Signaling Pathway
GOBP_REGULATION_OF_LIPID_LOCALIZATION,0.11210941020930222,0.9230341440565882,1.6676470588235295,7,26,,GO:BP,1.9328275644065118,NA,NA,NA,turquoise,Regulation Of Lipid Localization
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,0.11327291966196477,0.9249061539340595,1.3986717267552182,14,62,,GO:BP,1.5370654396728016,NA,NA,NA,turquoise,Positive Regulation Of Response To Biotic Stimulus
GOBP_PROTEIN_TARGETING,0.12102296709532818,0.972119443009628,1.366349480968858,15,68,,GO:BP,1.4917271407837445,NA,NA,NA,turquoise,Protein Targeting
GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,0.12102296709532818,0.972119443009628,1.366349480968858,15,68,,GO:BP,1.4917271407837445,NA,NA,NA,turquoise,Regulation Of Small Molecule Metabolic Process
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,0.1251520403498296,0.9813509195685051,1.8217993079584773,5,17,,GO:BP,2.181592039800995,NA,NA,NA,turquoise,Negative Regulation Of Mitotic Cell Cycle Phase Transition
GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION,0.1251520403498296,0.9813509195685051,1.8217993079584773,5,17,,GO:BP,2.181592039800995,NA,NA,NA,turquoise,Regulation Of Autophagy Of Mitochondrion
GOBP_T_CELL_MEDIATED_IMMUNITY,0.1251520403498296,0.9813509195685051,1.8217993079584773,5,17,,GO:BP,2.181592039800995,NA,NA,NA,turquoise,T Cell Mediated Immunity
GOBP_INSULIN_SECRETION,0.1291508117630716,0.9972884006714897,1.506677265500795,9,37,,GO:BP,1.6877427708243418,NA,NA,NA,turquoise,Insulin Secretion
GOBP_REGULATION_OF_PROTEIN_TRANSPORT,0.12920335555258167,0.9972884006714897,1.3116955017301037,18,85,,GO:BP,1.4175396310373598,NA,NA,NA,turquoise,Regulation Of Protein Transport
HALLMARK_FATTY_ACID_METABOLISM,1.562296104196471e-11,5.624265975107297e-10,2.9104890148830616,39,83,,Hallmark,5.070824524312896,kept,NA,NA,turquoise,Fatty Acid Metabolism
HALLMARK_OXIDATIVE_PHOSPHORYLATION,4.669458453460914e-7,8.405025216229646e-6,1.9581404174573054,49,155,,Hallmark,2.6369707579588924,kept,NA,NA,turquoise,OXPHOS
HALLMARK_ADIPOGENESIS,7.34752251317068e-5,8.817027015804816e-4,1.9103353490929083,33,107,,Hallmark,2.457786777005018,kept,NA,NA,turquoise,Adipogenesis
HALLMARK_PEROXISOME,0.0010900071313178967,0.00981006418186107,2.3437201907790146,14,37,,Hallmark,3.254467858095492,kept,NA,NA,turquoise,Peroxisome
HALLMARK_BILE_ACID_METABOLISM,0.01694851884061509,0.12202933565242866,2.2524064171122995,8,22,,Hallmark,3.0154905335628226,NA,NA,NA,turquoise,Bile Acid Metabolism
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.023238548737245054,0.13943129242347033,2.4776470588235293,6,15,,Hallmark,3.506986027944112,NA,NA,NA,turquoise,Cholesterol Homeostasis
HALLMARK_XENOBIOTIC_METABOLISM,0.032036306093032714,0.1647581456213111,1.6300309597523222,15,57,,Hallmark,1.8945054945054944,NA,NA,NA,turquoise,Xenobiotic Metabolism
HALLMARK_ESTROGEN_RESPONSE_LATE,0.036670038105690084,0.16501517147560538,1.8217993079584773,10,34,,Hallmark,2.1994949494949494,NA,NA,NA,turquoise,Estrogen Response Late
HALLMARK_HEME_METABOLISM,0.055523315327445116,0.22209326130978047,1.6158567774936061,12,46,,Hallmark,1.8637015781922526,NA,NA,NA,turquoise,Heme Metabolism
HALLMARK_ANDROGEN_RESPONSE,0.2917241415879991,0.9919111022033553,1.3273109243697478,6,28,,Hallmark,1.4240609689711485,NA,NA,NA,turquoise,Androgen Response
HALLMARK_UV_RESPONSE_UP,0.3383154172277423,0.9919111022033553,1.2086083213773315,8,41,,Hallmark,1.2654253377144944,NA,NA,NA,turquoise,UV Response Up
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.4081200730005103,0.9919111022033553,1.2388235294117647,4,20,,Hallmark,1.3020833333333333,NA,NA,NA,turquoise,Estrogen Response Early
HALLMARK_COMPLEMENT,0.41688588728461795,0.9919111022033553,1.1410216718266255,7,38,,Hallmark,1.1764990797248862,NA,NA,NA,turquoise,Complement
HALLMARK_GLYCOLYSIS,0.46231655420396806,0.9919111022033553,1.0646139705882354,11,64,,Hallmark,1.0806331364340196,NA,NA,NA,turquoise,Glycolysis
HALLMARK_COAGULATION,0.4853194775846792,0.9919111022033553,1.1262032085561497,4,22,,Hallmark,1.156084656084656,NA,NA,NA,turquoise,Coagulation
HALLMARK_APICAL_JUNCTION,0.5014070011404126,0.9919111022033553,1.057532281205165,7,41,,Hallmark,1.0708355414237767,NA,NA,NA,turquoise,Apical Junction
HALLMARK_IL2_STAT5_SIGNALING,0.5139190424634323,0.9919111022033553,1.0679513184584177,5,29,,Hallmark,1.0833333333333333,NA,NA,NA,turquoise,IL2 Stat5 Signaling
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.5139190424634323,0.9919111022033553,1.0679513184584177,5,29,,Hallmark,1.0833333333333333,NA,NA,NA,turquoise,Interferon Gamma Response
HALLMARK_P53_PATHWAY,0.5924511903478278,0.9919111022033553,0.9910588235294117,4,25,,Hallmark,0.9892290249433107,NA,NA,NA,turquoise,p53 Pathway
HALLMARK_APOPTOSIS,0.5931002071400303,0.9919111022033553,0.9780185758513933,6,38,,Hallmark,0.9734281437125748,NA,NA,NA,turquoise,Apoptosis
HALLMARK_E2F_TARGETS,0.6071503882044066,0.9919111022033553,0.9678308823529411,5,32,,Hallmark,0.9613045881702598,NA,NA,NA,turquoise,E2F Targets
HALLMARK_DNA_REPAIR,0.7843531637517336,0.9919111022033553,0.7742647058823529,4,32,,Hallmark,0.7389455782312925,NA,NA,NA,turquoise,DNA Repair
HALLMARK_UV_RESPONSE_DN,0.7870017840382311,0.9919111022033553,0.728719723183391,2,17,,Hallmark,0.6907297830374753,NA,NA,NA,turquoise,UV Response Dn
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.8924421658195345,0.9919111022033553,0.5631016042780749,2,22,,Hallmark,0.5165680473372781,NA,NA,NA,turquoise,Reactive Oxygen Species Pathway
HALLMARK_G2M_CHECKPOINT,0.9209630023438691,0.9919111022033553,0.5631016042780749,3,33,,Hallmark,0.51513353115727,NA,NA,NA,turquoise,G2M Checkpoint
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.9209630023438691,0.9919111022033553,0.5631016042780749,3,33,,Hallmark,0.51513353115727,NA,NA,NA,turquoise,Pi3k Akt Mtor Signaling
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.9408809732589513,0.9919111022033553,0.3871323529411764,1,16,,Hallmark,0.34434611602753196,NA,NA,NA,turquoise,TNFa Signaling Via NF-kB
HALLMARK_MTORC1_SIGNALING,0.9530010363277122,0.9919111022033553,0.6482216142270861,9,86,,Hallmark,0.5964217051830345,NA,NA,NA,turquoise,mTORC1 Signaling
HALLMARK_ALLOGRAFT_REJECTION,0.9548192591823821,0.9919111022033553,0.44243697478991595,2,28,,Hallmark,0.3959945380063723,NA,NA,NA,turquoise,Allograft Rejection
HALLMARK_MYOGENESIS,0.9597186705183558,0.9919111022033553,0.6615077098800686,11,103,,Hallmark,0.6083652702524118,NA,NA,NA,turquoise,Myogenesis
HALLMARK_HYPOXIA,0.9695100522620762,0.9919111022033553,0.5339756592292089,5,58,,Hallmark,0.48239932413404674,NA,NA,NA,turquoise,Hypoxia
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.975185119575285,0.9919111022033553,0.3871323529411764,2,32,,Hallmark,0.34240631163708085,NA,NA,NA,turquoise,Unfolded Protein Response
HALLMARK_MITOTIC_SPINDLE,0.98430599310281,0.9919111022033553,0.35394957983193276,2,35,,Hallmark,0.31074054150977226,NA,NA,NA,turquoise,Mitotic Spindle
HALLMARK_PROTEIN_SECRETION,0.98430599310281,0.9919111022033553,0.35394957983193276,2,35,,Hallmark,0.31074054150977226,NA,NA,NA,turquoise,Protein Secretion
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.9895251910792555,0.9919111022033553,0.3871323529411764,3,48,,Hallmark,0.3404549950544016,NA,NA,NA,turquoise,Epithelial Mesenchymal Transition
HALLMARK_MYC_TARGETS_V1,0.9919111022033553,0.9919111022033553,0.5806985294117647,12,128,,Hallmark,0.5203952901597981,NA,NA,NA,turquoise,MYC Targets V1
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,9.244189268020662e-14,2.976628944302653e-11,5.203058823529411,21,25,,Reactome,28.99843260188088,kept,NA,NA,turquoise,Citric Acid Cycle Tca Cycle
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,5.584292376982496e-13,8.99071072694182e-11,5.349465240641711,19,22,,Reactome,34.784008307372794,kept,NA,NA,turquoise,Mitochondrial Fatty Acid Beta Oxidation
REACTOME_FATTY_ACID_METABOLISM,1.271122860008759e-12,1.3643385364094013e-10,3.622974472807991,31,53,,Reactome,7.952927331568108,kept,NA,NA,turquoise,Fatty Acid Metabolism
REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION,8.223689778754625e-9,6.620070271897474e-7,2.6895510835913314,33,76,,Reactome,4.3071736989622,kept,NA,NA,turquoise,Mitochondrial Protein Degradation
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,2.592022541658141e-7,1.669262516827843e-5,4.645588235294118,12,16,,Reactome,16.115853658536587,kept,NA,NA,turquoise,Branched Chain Amino Acid Catabolism
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,2.238505219635656e-6,1.2013311345378021e-4,2.7254117647058824,22,50,,Reactome,4.294249775381851,kept,NA,NA,turquoise,Metabolism Of Vitamins And Cofactors
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,6.222233153308659e-6,2.862227250521983e-4,1.8240346445326596,48,163,,Reactome,2.359976176295414,kept,NA,NA,turquoise,Aerobic Respiration And Respiratory Electron Transport
REACTOME_PROTEIN_LOCALIZATION,4.979753308743477e-5,0.0020043507067692493,2.147294117647059,26,75,,Reactome,2.901468867801898,kept,NA,NA,turquoise,Protein Localization
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,2.3261557863258082e-4,0.00832246847996567,2.7766734279918865,13,29,,Reactome,4.348241590214068,redundant,REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,0.6377551020408163,turquoise,Metabolism Of Water Soluble Vitamins And Cofactors
REACTOME_PEROXISOMAL_PROTEIN_IMPORT,0.0013734598025812322,0.04422540564311568,2.93405572755418,9,19,,Reactome,4.774622356495469,kept,NA,NA,turquoise,Peroxisomal Protein Import
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,0.0055273345128851415,0.1618001557408196,2.016689466484268,14,43,,Reactome,2.5722445525703406,NA,NA,NA,turquoise,Mitochondrial Protein Import
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,0.006240013978156749,0.16744037508053944,2.6080495356037154,8,19,,Reactome,3.8444687842278205,NA,NA,NA,turquoise,Epigenetic Regulation Of Gene Expression
REACTOME_COMPLEX_III_ASSEMBLY,0.03226378383001432,0.7991491071742008,2.322794117647059,6,16,,Reactome,3.1544910179640717,NA,NA,NA,turquoise,Complex Iii Assembly
REACTOME_BIOLOGICAL_OXIDATIONS,0.0356880079828758,0.8208241836061434,1.6775735294117649,13,48,,Reactome,1.9661861074705111,NA,NA,NA,turquoise,Biological Oxidations
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,0.041609942118534644,0.8932267574778769,1.415798319327731,24,105,,Reactome,1.5799343647444912,NA,NA,NA,turquoise,Respiratory Electron Transport
GOSLIM_PROTEIN_FOLDING,5.601361909087595e-10,1.5123677154536506e-8,2.957865168539326,34,89,,GO Slim,4.62077922077922,kept,NA,NA,blue,Protein Folding
GOSLIM_MICROTUBULE-BASED_MOVEMENT,7.65515280333233e-5,0.0010334456284498647,2.49339481555334,19,59,,GO Slim,3.368181818181818,kept,NA,NA,blue,Microtubule-Based Movement
GOSLIM_TELOMERE_ORGANIZATION,0.005187983463188198,0.0423812801117609,2.419577205882353,10,32,,GO Slim,3.143650242886884,kept,NA,NA,blue,Telomere Organization
GOSLIM_TRNA_METABOLIC_PROCESS,0.006305162398660883,0.0423812801117609,2.1607387140902876,12,43,,GO Slim,2.6843672456575685,kept,NA,NA,blue,Trna Metabolic Process
GOSLIM_CHROMOSOME_SEGREGATION,0.007965989295326137,0.0423812801117609,1.970855614973262,14,55,,GO Slim,2.373038381546606,kept,NA,NA,blue,Chromosome Segregation
GOSLIM_NUCLEOCYTOPLASMIC_TRANSPORT,0.009418062247057978,0.0423812801117609,1.9356617647058822,14,56,,GO Slim,2.3152454780361755,kept,NA,NA,blue,Nucleocytoplasmic Transport
GOSLIM_MITOTIC_NUCLEAR_DIVISION,0.048914071715870346,0.18866856233264276,1.759692513368984,10,44,,GO Slim,2.020655590480467,NA,NA,NA,blue,Mitotic Nuclear Division
GOSLIM_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,0.19217832155751352,0.6486018352566081,1.464825119236884,7,37,,GO Slim,1.5884276729559748,NA,NA,NA,blue,Establishment Or Maintenance Of Cell Polarity
GOSLIM_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,0.2730876973174669,0.8192630919524007,1.2488140417457305,10,62,,GO Slim,1.3079859072225484,NA,NA,NA,blue,Protein Localization To Plasma Membrane
GOBP_PROTEIN_FOLDING,3.4752501312001535e-10,3.433547129625752e-7,2.945572250639386,35,92,,GO:BP,4.603967725220223,kept,NA,NA,blue,Protein Folding
GOBP_RESPONSE_TO_HEAT,2.365843351807672e-8,1.1687266157929899e-5,4.245967741935484,17,31,,GO:BP,8.666666666666666,kept,NA,NA,blue,Response To Heat
GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,3.6439473974232213e-7,9.23503712184186e-5,2.3716216216216215,34,111,,GO:BP,3.25974025974026,kept,NA,NA,blue,Regulation Of Protein Catabolic Process
GOBP_PROTEIN_REFOLDING,3.738881425846907e-7,9.23503712184186e-5,4.890092879256967,12,19,,GO:BP,12.046153846153846,kept,NA,NA,blue,Protein Refolding
GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS,7.306153567647534e-7,1.2030799541392938e-4,3.399210903873745,18,41,,GO:BP,5.579938377268059,redundant,GOBP_RESPONSE_TO_HEAT,0.5842696629213483,blue,Response To Temperature Stimulus
GOBP_RESPONSE_TO_TYPE_I_INTERFERON,7.306153567647534e-7,1.2030799541392938e-4,3.399210903873745,18,41,,GO:BP,5.579938377268059,kept,NA,NA,blue,Response To Type I Interferon
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,1.4093326070819335e-6,1.8795289083868325e-4,4.193933823529411,13,24,,GO:BP,8.318357318357318,kept,NA,NA,blue,Positive Regulation Of Protein Localization To Nucleus
GOBP_DNA_BIOSYNTHETIC_PROCESS,1.9023571947235147e-6,1.8795289083868325e-4,4.731617647058823,11,18,,GO:BP,11,kept,NA,NA,blue,DNA Biosynthetic Process
GOBP_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY,1.9023571947235147e-6,1.8795289083868325e-4,4.731617647058823,11,18,,GO:BP,11,kept,NA,NA,blue,Regulation Of Ampa Receptor Activity
GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY,1.9023571947235147e-6,1.8795289083868325e-4,4.731617647058823,11,18,,GO:BP,11,redundant,GOBP_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY,0.7894736842105263,blue,Regulation Of Neurotransmitter Receptor Activity
GOBP_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY,3.3342357823790567e-6,2.994749957264098e-4,4.223262032085562,12,22,,GO:BP,8.418461538461539,kept,NA,NA,blue,Regulation Of Signaling Receptor Activity
GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS,4.339588856695933e-6,3.572928158679651e-4,4.839154411764706,10,16,,GO:BP,11.62849872773537,kept,NA,NA,blue,RNA Templated DNA Biosynthetic Process
GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,6.257795566099022e-6,4.755924630235257e-4,2.3755848930481283,27,88,,GO:BP,3.2031448645031784,redundant,GOBP_REGULATION_OF_PROTEOLYSIS,0.6502347417840375,blue,Regulation Of Proteolysis Involved In Protein Catabolic Process
GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,7.918442668927096e-6,5.588158112071408e-4,2.965269086357947,18,47,,GO:BP,4.410806407819712,kept,NA,NA,blue,Response To Topologically Incorrect Protein
GOBP_CELLULAR_RESPONSE_TO_HEAT,1.865134440346609e-5,0.001151720516914031,4.3014705882352935,10,18,,GO:BP,8.711832061068701,redundant,GOBP_RESPONSE_TO_HEAT,0.6634615384615384,blue,Cellular Response To Heat
GOBP_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,1.865134440346609e-5,0.001151720516914031,4.3014705882352935,10,18,,GO:BP,8.711832061068701,redundant,GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS,0.8,blue,Telomere Maintenance Via Telomere Lengthening
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,2.1746655780114417e-5,0.0012638644653384142,4.645588235294118,9,15,,GO:BP,10.425855513307985,redundant,GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS,0.6338028169014085,blue,Regulation Of Telomere Maintenance Via Telomere Lengthening
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS,3.1336960953250525e-5,0.0017200509678784177,2.4334033613445376,22,70,,GO:BP,3.2743333333333333,kept,NA,NA,blue,Protein Localization To Nucleus
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION,4.4056496629304825e-5,0.002290937824723851,2.9779411764705883,15,39,,GO:BP,4.401750972762646,kept,NA,NA,blue,Regulation Of Chromosome Organization
GOBP_PROTEIN_STABILIZATION,7.65515280333233e-5,0.003781645484846171,2.49339481555334,19,59,,GO:BP,3.368181818181818,kept,NA,NA,blue,Protein Stabilization
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION,8.211038294800544e-5,0.0038630980167918753,2.0905147058823528,27,100,,GO:BP,2.658484763768521,kept,NA,NA,blue,Positive Regulation Of Protein Localization
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,1.0221062952741128e-4,0.00439061312926445,2.6930946291560103,16,46,,GO:BP,3.7583333333333333,kept,NA,NA,blue,Positive Regulation Of Protein Containing Complex Assembly
GOBP_SPINDLE_ORGANIZATION,1.0221062952741128e-4,0.00439061312926445,2.6930946291560103,16,46,,GO:BP,3.7583333333333333,kept,NA,NA,blue,Spindle Organization
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,1.3826799147350242e-4,0.0056920323156591825,2.8525541795665634,14,38,,GO:BP,4.0923772609819125,redundant,GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,0.6308724832214765,blue,Regulation Of Protein Localization To Nucleus
GOBP_REGULATION_OF_PROTEOLYSIS,1.8631821798089255e-4,0.007363295974604874,1.970855614973262,28,110,,GO:BP,2.4518192722910834,kept,NA,NA,blue,Regulation Of Proteolysis
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE,2.495001416513904e-4,0.009481005382752837,3.6675696594427247,9,19,,GO:BP,6.241825095057035,kept,NA,NA,blue,Positive Regulation Of Telomere Maintenance
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,3.081757935169557e-4,0.011276951259064898,2.0420168067226894,24,91,,GO:BP,2.5522388059701493,kept,NA,NA,blue,Regulation Of Protein Containing Complex Assembly
GOBP_IMPORT_INTO_NUCLEUS,4.651359491324492e-4,0.016412654205102135,2.580882352941176,14,42,,GO:BP,3.5,redundant,GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS,0.5133531157270029,blue,Import Into Nucleus
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,4.973296609360089e-4,0.016943507069130233,2.471057571964956,15,47,,GO:BP,3.2867217898832686,redundant,GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,0.5246305418719212,blue,Positive Regulation Of Protein Catabolic Process
GOBP_CYTOPLASMIC_MICROTUBULE_ORGANIZATION,5.944611692309926e-4,0.019340805925586305,3.6435986159169547,8,17,,GO:BP,6.1447811447811445,kept,NA,NA,blue,Cytoplasmic Microtubule Organization
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT,6.109397597905709e-4,0.019340805925586305,2.520861833105335,14,43,,GO:BP,3.3774391873830525,kept,NA,NA,blue,Positive Regulation Of Intracellular Transport
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION,6.26422863986601e-4,0.019340805925586305,3.31827731092437,9,21,,GO:BP,5.195817490494297,redundant,GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE,0.7047619047619048,blue,Positive Regulation Of Chromosome Organization
GOBP_REGULATION_OF_PROTEIN_STABILITY,7.329893782326708e-4,0.021945257748299356,2.0039792387543254,22,85,,GO:BP,2.473777777777778,redundant,GOBP_PROTEIN_STABILIZATION,0.6200980392156863,blue,Regulation Of Protein Stability
GOBP_RESPONSE_TO_OXIDATIVE_STRESS,8.999056253840753e-4,0.026150198761160776,1.7820378151260503,29,126,,GO:BP,2.1370752195494465,kept,NA,NA,blue,Response To Oxidative Stress
GOBP_CELL_RECOGNITION,9.419005311508178e-4,0.026588506422200228,3.167446524064171,9,22,,GO:BP,4.793506873354782,kept,NA,NA,blue,Cell Recognition
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE,0.0013750876130651588,0.03773851560301047,3.0297314578005117,9,23,,GO:BP,4.448669201520913,redundant,GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE,0.6666666666666666,blue,Regulation Of Telomere Maintenance
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS,0.0015622129558172083,0.041715308117497345,2.5111287758346585,12,37,,GO:BP,3.3396923076923075,redundant,GOBP_SPINDLE_ORGANIZATION,0.5843621399176955,blue,Microtubule Cytoskeleton Organization Involved In Mitosis
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,0.0020526053120957367,0.05336773811448915,2.258272058823529,14,48,,GO:BP,2.8727770177838576,NA,NA,NA,blue,Regulation Of Mitotic Cell Cycle Phase Transition
GOBP_AMINO_ACID_ACTIVATION,0.0022977792272382285,0.05675514691278424,2.6698782961460448,10,29,,GO:BP,3.6460425873844917,NA,NA,NA,blue,Amino Acid Activation
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,0.0022977792272382285,0.05675514691278424,2.6698782961460448,10,29,,GO:BP,3.6460425873844917,NA,NA,NA,blue,Positive Regulation Of Proteasomal Protein Catabolic Process
GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.0025021260745826234,0.060295135650917854,2.5049740484429064,11,34,,GO:BP,3.3185074129601864,NA,NA,NA,blue,Regulation Of Transmembrane Transporter Activity
GOBP_SPINDLE_ASSEMBLY,0.0027160101370455355,0.06389090512859498,2.7873529411764704,9,25,,GO:BP,3.8883079847908744,NA,NA,NA,blue,Spindle Assembly
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE,0.002859501968073993,0.06570204521993268,1.6996054519368722,27,123,,GO:BP,1.9951530612244899,NA,NA,NA,blue,Establishment Of Protein Localization To Organelle
GOBP_ORGANELLE_DISASSEMBLY,0.00311797943988581,0.06845697081349289,2.9495798319327733,8,21,,GO:BP,4.244755244755245,NA,NA,NA,blue,Organelle Disassembly
GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,0.00311797943988581,0.06845697081349289,2.9495798319327733,8,21,,GO:BP,4.244755244755245,NA,NA,NA,blue,Positive Regulation Of Protein Polymerization
GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT,0.0032878018455962475,0.07061626572715418,2.3227941176470592,12,40,,GO:BP,2.976923076923077,NA,NA,NA,blue,Endoplasmic Reticulum To Golgi Vesicle Mediated Transport
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,0.004014495238476615,0.08438981480031693,2.497628083491461,10,31,,GO:BP,3.295165394402036,NA,NA,NA,blue,Positive Regulation Of Proteolysis Involved In Protein Catabolic Process
