pathway,pval,padj,foldEnrichment,overlap,size,overlapGenes,database,odds_ratio,dedup_status,merged_into,overlap_jaccard,module,Description
GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS,0.021063418142735175,0.25517492270952524,2.580882352941176,6,18,,GO:BP,3.424812030075188,NA,NA,NA,blue,Muscle Cell Apoptotic Process
GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE,0.021063418142735175,0.25517492270952524,2.580882352941176,6,18,,GO:BP,3.424812030075188,NA,NA,NA,blue,T Cell Differentiation Involved In Immune Response
GOBP_TYPE_II_INTERFERON_PRODUCTION,0.021063418142735175,0.25517492270952524,2.580882352941176,6,18,,GO:BP,3.424812030075188,NA,NA,NA,blue,Type Ii Interferon Production
GOBP_MEIOTIC_CELL_CYCLE,0.02118692631337661,0.25517492270952524,2.21218487394958,8,28,,GO:BP,2.7484848484848485,NA,NA,NA,blue,Meiotic Cell Cycle
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,0.021669976703853632,0.25517492270952524,2.356457800511509,7,23,,GO:BP,3.0014150943396225,NA,NA,NA,blue,Positive Regulation Of Intracellular Protein Transport
GOBP_REGULATION_OF_PROTEIN_POLYMERIZATION,0.02169503391457502,0.25517492270952524,1.858235294117647,12,50,,GO:BP,2.1813765182186233,NA,NA,NA,blue,Regulation Of Protein Polymerization
GOBP_RNA_LOCALIZATION,0.022443125274774628,0.2608683267232627,1.985294117647059,10,39,,GO:BP,2.375625164516978,NA,NA,NA,blue,RNA Localization
GOBP_NUCLEAR_TRANSPORT,0.023195875511115127,0.26347730525467666,1.7079368512110724,15,68,,GO:BP,1.9613097423096688,NA,NA,NA,blue,Nuclear Transport
GOBP_GOLGI_VESICLE_TRANSPORT,0.023200936798741773,0.26347730525467666,1.6740858505564389,16,74,,GO:BP,1.9137931034482758,NA,NA,NA,blue,Golgi Vesicle Transport
GOBP_POTASSIUM_ION_TRANSPORT,0.02731791693458131,0.30235592182932736,2.258272058823529,7,24,,GO:BP,2.82330743618202,NA,NA,NA,blue,Potassium Ion Transport
GOBP_LYMPHOCYTE_HOMEOSTASIS,0.027542543486477188,0.30235592182932736,2.4450464396284834,6,19,,GO:BP,3.1596298438403703,NA,NA,NA,blue,Lymphocyte Homeostasis
GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,0.027542543486477188,0.30235592182932736,2.4450464396284834,6,19,,GO:BP,3.1596298438403703,NA,NA,NA,blue,Positive Regulation Of Ubiquitin Dependent Protein Catabolic Process
GOBP_PROTEIN_POLYMERIZATION,0.02978254533792884,0.32335334938322746,1.693704044117647,14,64,,GO:BP,1.9361240310077519,NA,NA,NA,blue,Protein Polymerization
GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,0.03133100880241382,0.3282295553903023,1.8884505021520805,10,41,,GO:BP,2.2198965771977344,NA,NA,NA,blue,Positive Regulation Of DNA Metabolic Process
GOBP_CELL_KILLING,0.03172214687407306,0.3282295553903023,2.064705882352941,8,30,,GO:BP,2.4958677685950414,NA,NA,NA,blue,Cell Killing
GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,0.033889999803125855,0.3282295553903023,2.167941176470588,7,25,,GO:BP,2.6649895178197065,NA,NA,NA,blue,Microtubule Polymerization Or Depolymerization
GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.03469700057428932,0.3282295553903023,1.9356617647058822,9,36,,GO:BP,2.2902408111533585,NA,NA,NA,blue,Cell Activation Involved In Immune Response
GOBP_RESPONSE_TO_TYPE_II_INTERFERON,0.03469700057428932,0.3282295553903023,1.9356617647058822,9,36,,GO:BP,2.2902408111533585,NA,NA,NA,blue,Response To Type Ii Interferon
GOBP_ENDOTHELIAL_CELL_DIFFERENTIATION,0.034706495551951135,0.3282295553903023,2.5808823529411766,5,15,,GO:BP,3.4157303370786516,NA,NA,NA,blue,Endothelial Cell Differentiation
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,0.034706495551951135,0.3282295553903023,2.5808823529411766,5,15,,GO:BP,3.4157303370786516,NA,NA,NA,blue,Negative Regulation Of Lymphocyte Differentiation
GOBP_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,0.034706495551951135,0.3282295553903023,2.5808823529411766,5,15,,GO:BP,3.4157303370786516,NA,NA,NA,blue,Positive Regulation Of Nucleocytoplasmic Transport
GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION,0.034706495551951135,0.3282295553903023,2.5808823529411766,5,15,,GO:BP,3.4157303370786516,NA,NA,NA,blue,Protein Localization To Cell Junction
GOBP_SPINDLE_LOCALIZATION,0.034706495551951135,0.3282295553903023,2.5808823529411766,5,15,,GO:BP,3.4157303370786516,NA,NA,NA,blue,Spindle Localization
GOBP_T_CELL_SELECTION,0.034706495551951135,0.3282295553903023,2.5808823529411766,5,15,,GO:BP,3.4157303370786516,NA,NA,NA,blue,T Cell Selection
GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE,0.034706495551951135,0.3282295553903023,2.5808823529411766,5,15,,GO:BP,3.4157303370786516,NA,NA,NA,blue,T Helper 17 Type Immune Response
GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION,0.0352149118131296,0.3282295553903023,2.3227941176470592,6,20,,GO:BP,2.9323308270676693,NA,NA,NA,blue,Alpha Beta T Cell Differentiation
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY,0.0352149118131296,0.3282295553903023,2.3227941176470592,6,20,,GO:BP,2.9323308270676693,NA,NA,NA,blue,Leukocyte Mediated Cytotoxicity
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,0.0352149118131296,0.3282295553903023,2.3227941176470592,6,20,,GO:BP,2.9323308270676693,NA,NA,NA,blue,Positive Regulation Of Protein Localization To Cell Periphery
GOBP_MITOTIC_NUCLEAR_DIVISION,0.037698131500635765,0.34809115815540315,1.7743566176470589,11,48,,GO:BP,2.0469089779434606,NA,NA,NA,blue,Mitotic Nuclear Division
GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION,0.03813923970116554,0.3489034150439959,1.9981024667931688,8,31,,GO:BP,2.386034255599473,NA,NA,NA,blue,Regulation Of Cell Cycle G1 S Phase Transition
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,0.04085311611128238,0.3621417739412311,1.8833465818759938,9,37,,GO:BP,2.2072243346007605,NA,NA,NA,blue,Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains
GOBP_ALPHA_BETA_T_CELL_ACTIVATION,0.041436284793437195,0.3621417739412311,2.0845588235294117,7,26,,GO:BP,2.523336643495531,NA,NA,NA,blue,Alpha Beta T Cell Activation
GOBP_CILIUM_MOVEMENT,0.041436284793437195,0.3621417739412311,2.0845588235294117,7,26,,GO:BP,2.523336643495531,NA,NA,NA,blue,Cilium Movement
GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY,0.041436284793437195,0.3621417739412311,2.0845588235294117,7,26,,GO:BP,2.523336643495531,NA,NA,NA,blue,Cilium Or Flagellum Dependent Cell Motility
GOBP_ENDOSOMAL_TRANSPORT,0.04178558930091128,0.3621417739412311,1.5909548751007252,15,73,,GO:BP,1.787199785321347,NA,NA,NA,blue,Endosomal Transport
GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,0.04178558930091128,0.3621417739412311,1.5909548751007252,15,73,,GO:BP,1.787199785321347,NA,NA,NA,blue,Response To Endoplasmic Reticulum Stress
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY,0.04245168925869162,0.3647153825007593,1.8006155950752394,10,43,,GO:BP,2.0830441822808234,NA,NA,NA,blue,Leukocyte Mediated Immunity
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,0.044140261991785536,0.3759532659300354,2.21218487394958,6,21,,GO:BP,2.735338345864662,NA,NA,NA,blue,Cd4 Positive Alpha Beta T Cell Activation
GOBP_AXO_DENDRITIC_TRANSPORT,0.04531706013484365,0.3762458438086179,2.419577205882353,5,16,,GO:BP,3.1035069799114745,NA,NA,NA,blue,Axo Dendritic Transport
GOBP_MYOBLAST_DIFFERENTIATION,0.04531706013484365,0.3762458438086179,2.419577205882353,5,16,,GO:BP,3.1035069799114745,NA,NA,NA,blue,Myoblast Differentiation
GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,0.04531706013484365,0.3762458438086179,2.419577205882353,5,16,,GO:BP,3.1035069799114745,NA,NA,NA,blue,Positive Regulation Of Carbohydrate Metabolic Process
GOBP_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,0.04853157774615981,0.3995766567767157,1.6234582542694496,13,62,,GO:BP,1.8284611141754,NA,NA,NA,blue,Protein Containing Complex Disassembly
GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,0.04999660182932159,0.4082367157633862,2.0073529411764706,7,27,,GO:BP,2.395849056603774,NA,NA,NA,blue,Cellular Response To Topologically Incorrect Protein
GOBP_MICROTUBULE_BASED_TRANSPORT,0.05345448744729174,0.41959333043460584,1.8770053475935828,8,33,,GO:BP,2.192727272727273,NA,NA,NA,blue,Microtubule Based Transport
GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,0.05345448744729174,0.41959333043460584,1.8770053475935828,8,33,,GO:BP,2.192727272727273,NA,NA,NA,blue,Regulation Of Proteasomal Ubiquitin Dependent Protein Catabolic Process
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,0.05345448744729174,0.41959333043460584,1.8770053475935828,8,33,,GO:BP,2.192727272727273,NA,NA,NA,blue,Regulation Of Protein Localization To Plasma Membrane
GOBP_LEUKOCYTE_HOMEOSTASIS,0.05436026952998942,0.41959333043460584,2.111631016042781,6,22,,GO:BP,2.56296992481203,NA,NA,NA,blue,Leukocyte Homeostasis
GOBP_MICROTUBULE_POLYMERIZATION,0.05436026952998942,0.41959333043460584,2.111631016042781,6,22,,GO:BP,2.56296992481203,NA,NA,NA,blue,Microtubule Polymerization
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION,0.05436026952998942,0.41959333043460584,2.111631016042781,6,22,,GO:BP,2.56296992481203,NA,NA,NA,blue,Negative Regulation Of Lymphocyte Activation
GOBP_PRESYNAPTIC_ENDOCYTOSIS,0.05436026952998942,0.41959333043460584,2.111631016042781,6,22,,GO:BP,2.56296992481203,NA,NA,NA,blue,Presynaptic Endocytosis
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,0.057657129821997055,0.4348491928559778,2.277249134948097,5,17,,GO:BP,2.8433208489388266,NA,NA,NA,blue,Negative Regulation Of Mitotic Cell Cycle Phase Transition
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,0.057657129821997055,0.4348491928559778,2.277249134948097,5,17,,GO:BP,2.8433208489388266,NA,NA,NA,blue,Positive Regulation Of Proteasomal Ubiquitin Dependent Protein Catabolic Process
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION,0.057657129821997055,0.4348491928559778,2.277249134948097,5,17,,GO:BP,2.8433208489388266,NA,NA,NA,blue,Regulation Of Microtubule Polymerization
GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.05959982700130328,0.4427415720096815,1.9356617647058822,7,28,,GO:BP,2.280503144654088,NA,NA,NA,blue,Lymphocyte Activation Involved In Immune Response
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,0.05959982700130328,0.4427415720096815,1.9356617647058822,7,28,,GO:BP,2.280503144654088,NA,NA,NA,blue,Negative Regulation Of Protein Catabolic Process
GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,0.06361138730603401,0.469015303420609,1.7420955882352942,9,40,,GO:BP,1.9903103152213908,NA,NA,NA,blue,Regulation Of Ubiquitin Dependent Protein Catabolic Process
GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN,0.06589801993921379,0.4752353554740381,2.019820971867008,6,23,,GO:BP,2.4108801415302965,NA,NA,NA,blue,Cellular Response To Unfolded Protein
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,0.06589801993921379,0.4752353554740381,2.019820971867008,6,23,,GO:BP,2.4108801415302965,NA,NA,NA,blue,Negative Regulation Of Leukocyte Cell Cell Adhesion
GOBP_SYNAPTIC_VESICLE_RECYCLING,0.06589801993921379,0.4752353554740381,2.019820971867008,6,23,,GO:BP,2.4108801415302965,NA,NA,NA,blue,Synaptic Vesicle Recycling
GOBP_MACROMOLECULE_METHYLATION,0.07173163431402091,0.4991125745967667,2.1507352941176467,5,18,,GO:BP,2.623163353500432,NA,NA,NA,blue,Macromolecule Methylation
GOBP_RESPONSE_TO_ISCHEMIA,0.07173163431402091,0.4991125745967667,2.1507352941176467,5,18,,GO:BP,2.623163353500432,NA,NA,NA,blue,Response To Ischemia
GOBP_T_CELL_DIFFERENTIATION_IN_THYMUS,0.07173163431402091,0.4991125745967667,2.1507352941176467,5,18,,GO:BP,2.623163353500432,NA,NA,NA,blue,T Cell Differentiation In Thymus
GOBP_CELLULAR_RESPONSE_TO_STARVATION,0.0722399779021636,0.4991125745967667,1.7697478991596636,8,35,,GO:BP,2.028058361391695,NA,NA,NA,blue,Cellular Response To Starvation
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE,0.0722399779021636,0.4991125745967667,1.7697478991596636,8,35,,GO:BP,2.028058361391695,NA,NA,NA,blue,Negative Regulation Of Cell Cycle
GOBP_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,0.0722399779021636,0.4991125745967667,1.7697478991596636,8,35,,GO:BP,2.028058361391695,NA,NA,NA,blue,Regulation Of Intracellular Protein Transport
GOBP_CELLULAR_COMPONENT_DISASSEMBLY,0.07826804414689914,0.5329654631698776,1.4077540106951871,18,99,,GO:BP,1.5336832895888013,NA,NA,NA,blue,Cellular Component Disassembly
GOBP_ESTABLISHMENT_OF_CELL_POLARITY,0.07875805427409122,0.5329654631698776,1.9356617647058825,6,24,,GO:BP,2.275689223057644,NA,NA,NA,blue,Establishment Of Cell Polarity
GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS,0.07875805427409122,0.5329654631698776,1.9356617647058825,6,24,,GO:BP,2.275689223057644,NA,NA,NA,blue,Primary Alcohol Metabolic Process
GOBP_CELL_CYCLE_G1_S_PHASE_TRANSITION,0.08253343214589896,0.5428539360182052,1.659138655462185,9,42,,GO:BP,1.867611475976495,NA,NA,NA,blue,Cell Cycle G1 S Phase Transition
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,0.08253343214589896,0.5428539360182052,1.659138655462185,9,42,,GO:BP,1.867611475976495,NA,NA,NA,blue,Regulation Of Protein Localization To Membrane
GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION,0.08253343214589896,0.5428539360182052,1.659138655462185,9,42,,GO:BP,1.867611475976495,NA,NA,NA,blue,Regulation Of Protein Ubiquitination
GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE,0.08253343214589896,0.5428539360182052,1.659138655462185,9,42,,GO:BP,1.867611475976495,NA,NA,NA,blue,Vesicle Mediated Transport In Synapse
GOBP_HORMONE_METABOLIC_PROCESS,0.0829665428529848,0.5428539360182052,1.7205882352941175,8,36,,GO:BP,1.9545454545454546,NA,NA,NA,blue,Hormone Metabolic Process
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,0.08751345246671503,0.5507215989625125,2.0375386996904026,5,19,,GO:BP,2.4344569288389515,NA,NA,NA,blue,Cardiac Muscle Cell Action Potential
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE,0.08751345246671503,0.5507215989625125,2.0375386996904026,5,19,,GO:BP,2.4344569288389515,NA,NA,NA,blue,Negative Regulation Of Mitotic Cell Cycle
GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,0.08751345246671503,0.5507215989625125,2.0375386996904026,5,19,,GO:BP,2.4344569288389515,NA,NA,NA,blue,Negative Regulation Of Proteasomal Protein Catabolic Process
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,0.08751345246671503,0.5507215989625125,2.0375386996904026,5,19,,GO:BP,2.4344569288389515,NA,NA,NA,blue,Negative Regulation Of Ubiquitin Dependent Protein Catabolic Process
GOBP_PLATELET_AGGREGATION,0.08751345246671503,0.5507215989625125,2.0375386996904026,5,19,,GO:BP,2.4344569288389515,NA,NA,NA,blue,Platelet Aggregation
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,0.08751345246671503,0.5507215989625125,2.0375386996904026,5,19,,GO:BP,2.4344569288389515,NA,NA,NA,blue,Regulation Of Microtubule Polymerization Or Depolymerization
GOBP_TELENCEPHALON_DEVELOPMENT,0.092926913580712,0.5810872823907813,1.858235294117647,6,25,,GO:BP,2.1547289275821133,NA,NA,NA,blue,Telencephalon Development
GOBP_EPITHELIAL_CELL_DEVELOPMENT,0.09478420957629144,0.5816571370271797,1.7483396584440227,7,31,,GO:BP,1.9921383647798743,NA,NA,NA,blue,Epithelial Cell Development
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY,0.09478420957629144,0.5816571370271797,1.7483396584440227,7,31,,GO:BP,1.9921383647798743,NA,NA,NA,blue,Lymphocyte Mediated Immunity
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS,0.09478420957629144,0.5816571370271797,1.7483396584440227,7,31,,GO:BP,1.9921383647798743,NA,NA,NA,blue,Negative Regulation Of Cell Cycle Process
GOBP_STEROID_METABOLIC_PROCESS,0.10134615671033538,0.6180864372210578,1.548529411764706,10,50,,GO:BP,1.7118320610687023,NA,NA,NA,blue,Steroid Metabolic Process
GOBP_HINDBRAIN_DEVELOPMENT,0.1049462993512435,0.6322374619452962,1.9356617647058825,5,20,,GO:BP,2.2709113607990012,NA,NA,NA,blue,Hindbrain Development
GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,0.1049462993512435,0.6322374619452962,1.9356617647058825,5,20,,GO:BP,2.2709113607990012,NA,NA,NA,blue,Regulation Of DNA Binding Transcription Factor Activity
GOBP_LIPID_HOMEOSTASIS,0.10837410221689445,0.6335716744987675,1.7867647058823533,6,26,,GO:BP,2.0458646616541354,NA,NA,NA,blue,Lipid Homeostasis
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION,0.10837410221689445,0.6335716744987675,1.7867647058823533,6,26,,GO:BP,2.0458646616541354,NA,NA,NA,blue,Negative Regulation Of Cell Activation
GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS,0.10837410221689445,0.6335716744987675,1.7867647058823533,6,26,,GO:BP,2.0458646616541354,NA,NA,NA,blue,Olefinic Compound Metabolic Process
GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,0.10837410221689445,0.6335716744987675,1.7867647058823533,6,26,,GO:BP,2.0458646616541354,NA,NA,NA,blue,Regulation Of Lymphocyte Differentiation
GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,0.10837410221689445,0.6335716744987675,1.7867647058823533,6,26,,GO:BP,2.0458646616541354,NA,NA,NA,blue,Regulation Of Nucleocytoplasmic Transport
GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,0.11523783023617186,0.6671421979443748,1.3826155462184875,15,84,,GO:BP,1.4929791913381831,NA,NA,NA,blue,Regulation Of Supramolecular Fiber Organization
GOBP_REGULATION_OF_ORGANELLE_ASSEMBLY,0.11664418400545443,0.6671421979443748,1.548529411764706,9,45,,GO:BP,1.709125475285171,NA,NA,NA,blue,Regulation Of Organelle Assembly
GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION,0.11749265429384739,0.6671421979443748,2.064705882352941,4,15,,GO:BP,2.4735413839891454,NA,NA,NA,blue,Cell Communication Involved In Cardiac Conduction
GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS,0.11749265429384739,0.6671421979443748,2.064705882352941,4,15,,GO:BP,2.4735413839891454,NA,NA,NA,blue,Polysaccharide Biosynthetic Process
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,0.11749265429384739,0.6671421979443748,2.064705882352941,4,15,,GO:BP,2.4735413839891454,NA,NA,NA,blue,Ribonucleoside Monophosphate Biosynthetic Process
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,0.12347127812315488,0.6941165583450125,1.6423796791443848,7,33,,GO:BP,1.8368650217706821,NA,NA,NA,blue,Regulation Of Protein Containing Complex Disassembly
GOBP_NEGATIVE_REGULATION_OF_HEMOPOIESIS,0.12394818602607419,0.6941165583450125,1.8434873949579833,5,21,,GO:BP,2.127808988764045,NA,NA,NA,blue,Negative Regulation Of Hemopoiesis
GOBP_FOREBRAIN_DEVELOPMENT,0.1250533880419152,0.6941165583450125,1.7205882352941178,6,27,,GO:BP,1.9473684210526316,NA,NA,NA,blue,Forebrain Development
GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION,0.1250533880419152,0.6941165583450125,1.7205882352941178,6,27,,GO:BP,1.9473684210526316,NA,NA,NA,blue,Negative Regulation Of Cell Cell Adhesion
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,0.13466031698126074,0.7317037828007844,1.548529411764706,8,40,,GO:BP,1.706439393939394,NA,NA,NA,blue,Negative Regulation Of Protein Containing Complex Assembly
GOBP_RESPONSE_TO_STARVATION,0.13466031698126074,0.7317037828007844,1.548529411764706,8,40,,GO:BP,1.706439393939394,NA,NA,NA,blue,Response To Starvation
GOBP_REGULATION_OF_BLOOD_CIRCULATION,0.13653068582777592,0.7317037828007844,1.4608768035516095,10,53,,GO:BP,1.5897390378128884,NA,NA,NA,blue,Regulation Of Blood Circulation
GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION,0.1393032715267697,0.7317037828007844,1.5940743944636677,7,34,,GO:BP,1.7678546470999301,NA,NA,NA,blue,Regulation Of Leukocyte Differentiation
GOBP_RESPONSE_TO_CALCIUM_ION,0.1393032715267697,0.7317037828007844,1.5940743944636677,7,34,,GO:BP,1.7678546470999301,NA,NA,NA,blue,Response To Calcium Ion
GOBP_CELLULAR_RESPONSE_TO_KETONE,0.14155118568018193,0.7317037828007844,1.9356617647058822,4,16,,GO:BP,2.2661691542288556,NA,NA,NA,blue,Cellular Response To Ketone
GOBP_CEREBRAL_CORTEX_DEVELOPMENT,0.14155118568018193,0.7317037828007844,1.9356617647058822,4,16,,GO:BP,2.2661691542288556,NA,NA,NA,blue,Cerebral Cortex Development
GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING,0.14155118568018193,0.7317037828007844,1.9356617647058822,4,16,,GO:BP,2.2661691542288556,NA,NA,NA,blue,Mitotic Cell Cycle Checkpoint Signaling
GOBP_NEUROTRANSMITTER_SECRETION,0.14155118568018193,0.7317037828007844,1.9356617647058822,4,16,,GO:BP,2.2661691542288556,NA,NA,NA,blue,Neurotransmitter Secretion
GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,0.14155118568018193,0.7317037828007844,1.9356617647058822,4,16,,GO:BP,2.2661691542288556,NA,NA,NA,blue,Nucleoside Monophosphate Biosynthetic Process
GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION,0.14155118568018193,0.7317037828007844,1.9356617647058822,4,16,,GO:BP,2.2661691542288556,NA,NA,NA,blue,Regulation Of Chromosome Segregation
GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION,0.14155118568018193,0.7317037828007844,1.9356617647058822,4,16,,GO:BP,2.2661691542288556,NA,NA,NA,blue,Regulation Of Mitotic Nuclear Division
GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,0.14309978421349723,0.7317037828007844,1.4826345431789736,9,47,,GO:BP,1.617370422253352,NA,NA,NA,blue,Cell Surface Receptor Protein Serine Threonine Kinase Signaling Pathway
GOBP_LEUKOCYTE_CELL_CELL_ADHESION,0.14309978421349723,0.7317037828007844,1.4826345431789736,9,47,,GO:BP,1.617370422253352,NA,NA,NA,blue,Leukocyte Cell Cell Adhesion
GOBP_REGULATION_OF_HEART_CONTRACTION,0.14309978421349723,0.7317037828007844,1.4826345431789736,9,47,,GO:BP,1.617370422253352,NA,NA,NA,blue,Regulation Of Heart Contraction
GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,0.1444152202896285,0.7317037828007844,1.759692513368984,5,22,,GO:BP,2.0015421899096717,NA,NA,NA,blue,Negative Regulation Of Proteolysis Involved In Protein Catabolic Process
GOBP_PALLIUM_DEVELOPMENT,0.1444152202896285,0.7317037828007844,1.759692513368984,5,22,,GO:BP,2.0015421899096717,NA,NA,NA,blue,Pallium Development
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,0.14968336503485666,0.7545263502777467,1.5107604017216643,8,41,,GO:BP,1.6538108356290175,NA,NA,NA,blue,Regulation Of Protein Localization To Cell Periphery
GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE,0.15447743002668649,0.7620108960041849,1.396215043394407,11,61,,GO:BP,1.5037547892720307,NA,NA,NA,blue,Regulation Of Cellular Component Size
GOBP_TRANSLATIONAL_INITIATION,0.15447743002668649,0.7620108960041849,1.396215043394407,11,61,,GO:BP,1.5037547892720307,NA,NA,NA,blue,Translational Initiation
GOBP_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE,0.156069094932921,0.7620108960041849,1.5485294117647057,7,35,,GO:BP,1.7037735849056603,NA,NA,NA,blue,Vesicle Mediated Transport To The Plasma Membrane
GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,0.15826685678480698,0.7620108960041849,1.366349480968858,12,68,,GO:BP,1.4653846153846153,NA,NA,NA,blue,Protein Localization To Plasma Membrane
GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,0.1611562137668776,0.7620108960041849,1.3420588235294117,13,75,,GO:BP,1.4345497571304022,NA,NA,NA,blue,Establishment Of Organelle Localization
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.16185416202266306,0.7620108960041849,1.6019269776876268,6,29,,GO:BP,1.776070611310886,NA,NA,NA,blue,Extrinsic Apoptotic Signaling Pathway
GOBP_HEMOSTASIS,0.16548334924402305,0.7620108960041849,1.4747899159663866,8,42,,GO:BP,1.6042780748663101,NA,NA,NA,blue,Hemostasis
GOBP_CARDIAC_CONDUCTION,0.1662255537202992,0.7620108960041849,1.6831841432225063,5,23,,GO:BP,1.8893050353724512,NA,NA,NA,blue,Cardiac Conduction
