gene,n_miss,pct_miss,mean_intensity,vote_kmeans,vote_logistic,vote_lefttail,n_mnar_votes,classification,imputation_reliable,group_miss_pval
APEX1,3,4.838709677419355,20.435385071709604,0,0,0,0,MAR,TRUE,NA
CALR,0,0,21.727408156097834,NA,NA,NA,NA,Complete,TRUE,NA
MAP4,0,0,23.065001866301483,NA,NA,NA,NA,Complete,TRUE,NA
CANX,0,0,22.602842163852717,NA,NA,NA,NA,Complete,TRUE,NA
PSMA5,0,0,23.918798208357774,NA,NA,NA,NA,Complete,TRUE,NA
PSMB4,0,0,22.300403792525994,NA,NA,NA,NA,Complete,TRUE,NA
PSMB6,0,0,22.84041976853387,NA,NA,NA,NA,Complete,TRUE,NA
PSMB5,0,0,22.736932568547523,NA,NA,NA,NA,Complete,TRUE,NA
GSTM2,0,0,25.761250309629254,NA,NA,NA,NA,Complete,TRUE,NA
TMOD1,9,14.516129032258066,21.150702298390826,0,0,0,0,MAR,TRUE,NA
NDUFS1,0,0,24.85867572397787,NA,NA,NA,NA,Complete,TRUE,NA
MAPK1,0,0,20.103150311581974,NA,NA,NA,NA,Complete,TRUE,NA
RBL1,26,41.935483870967744,21.39327515915281,0,0,0,0,MAR,TRUE,NA
LAP3,0,0,21.57400206550639,NA,NA,NA,NA,Complete,TRUE,NA
CD38,2,3.225806451612903,19.84770127309734,0,0,0,0,MAR,TRUE,NA
TPP2,0,0,20.734209691112166,NA,NA,NA,NA,Complete,TRUE,NA
IMPA1,0,0,22.581856809874207,NA,NA,NA,NA,Complete,TRUE,NA
EPHA2,2,3.225806451612903,24.663397030951923,0,0,0,0,MAR,TRUE,NA
COL4A5,36,58.06451612903226,20.497645371854386,1,0,0,1,MAR,FALSE,NA
TKT,12,19.35483870967742,16.894553884135394,1,1,1,3,MNAR,TRUE,0.001999000499750125
EEF1D,0,0,23.556551630575424,NA,NA,NA,NA,Complete,TRUE,NA
MARCKS,4,6.451612903225806,19.635329611279214,0,0,0,0,MAR,TRUE,NA
GNA11,23,37.096774193548384,18.014821199271296,1,1,1,3,MNAR,TRUE,0.04397801099450275
ALDH4A1,0,0,23.694425611704432,NA,NA,NA,NA,Complete,TRUE,NA
ERP29,0,0,19.484021102969784,NA,NA,NA,NA,Complete,TRUE,NA
PRDX6,0,0,27.464707033390074,NA,NA,NA,NA,Complete,TRUE,NA
BLVRB,0,0,25.709060842647112,NA,NA,NA,NA,Complete,TRUE,NA
PRDX5,0,0,25.01277238276153,NA,NA,NA,NA,Complete,TRUE,NA
DDT,2,3.225806451612903,22.565435874432424,0,0,0,0,MAR,TRUE,NA
PRDX3,0,0,26.182186687301776,NA,NA,NA,NA,Complete,TRUE,NA
ATP5F1D,0,0,25.578736025134567,NA,NA,NA,NA,Complete,TRUE,NA
RPL12,0,0,20.875608066874822,NA,NA,NA,NA,Complete,TRUE,NA
ECHS1,0,0,24.553619674524647,NA,NA,NA,NA,Complete,TRUE,NA
CMPK1,2,3.225806451612903,18.961183608887577,0,0,0,0,MAR,TRUE,NA
PEBP1,0,0,27.258274402805757,NA,NA,NA,NA,Complete,TRUE,NA
PDIA3,0,0,21.116197416217265,NA,NA,NA,NA,Complete,TRUE,NA
PPP2R1A,0,0,23.750680198696937,NA,NA,NA,NA,Complete,TRUE,NA
PPIF,0,0,22.200266155685348,NA,NA,NA,NA,Complete,TRUE,NA
NMT1,29,46.774193548387096,18.948683530146347,1,0,1,2,MNAR,TRUE,4.997501249375312e-4
ADSS2,4,6.451612903225806,22.051092411354894,0,0,0,0,MAR,TRUE,NA
LRPAP1,17,27.419354838709676,18.002414716439283,1,1,1,3,MNAR,TRUE,9.995002498750624e-4
TSPO,2,3.225806451612903,20.310069896033337,0,0,0,0,MAR,TRUE,NA
ADSL,0,0,23.156729618149818,NA,NA,NA,NA,Complete,TRUE,NA
CLIP1,0,0,20.737658898624687,NA,NA,NA,NA,Complete,TRUE,NA
SRI,3,4.838709677419355,18.62802724658013,0,0,0,0,MAR,TRUE,NA
SERPINB1,0,0,21.828731140813083,NA,NA,NA,NA,Complete,TRUE,NA
ALDH1B1,2,3.225806451612903,22.28608899971653,0,0,0,0,MAR,TRUE,NA
SDHA,0,0,24.888321099918777,NA,NA,NA,NA,Complete,TRUE,NA
GDI1,0,0,21.41531667609533,NA,NA,NA,NA,Complete,TRUE,NA
MAT2A,0,0,19.916700974729554,NA,NA,NA,NA,Complete,TRUE,NA
CASQ1,0,0,29.015271925284722,NA,NA,NA,NA,Complete,TRUE,NA
DNAJA1,37,59.67741935483871,16.19349602659613,1,1,1,3,MNAR,FALSE,0.04897551224387806
AKT2,23,37.096774193548384,17.430521070855207,1,1,1,3,MNAR,TRUE,0.015492253873063468
UQCRC1,0,0,26.69146938544805,NA,NA,NA,NA,Complete,TRUE,NA
HIBADH,0,0,24.46802683360512,NA,NA,NA,NA,Complete,TRUE,NA
ATIC,0,0,22.110314946878123,NA,NA,NA,NA,Complete,TRUE,NA
HNRNPH3,4,6.451612903225806,16.532339840941,0,1,0,1,MAR,TRUE,NA
HNRNPH1,0,0,19.837792729302937,NA,NA,NA,NA,Complete,TRUE,NA
YWHAB,0,0,25.914451639820104,NA,NA,NA,NA,Complete,TRUE,NA
STIP1,0,0,23.448774672306563,NA,NA,NA,NA,Complete,TRUE,NA
S100A11,2,3.225806451612903,18.419026089046096,0,1,0,1,MAR,TRUE,NA
PRDX2,0,0,26.87576180416863,NA,NA,NA,NA,Complete,TRUE,NA
GBP2,27,43.54838709677419,17.745843716101355,1,1,1,3,MNAR,TRUE,0.23638180909545228
ACSL1,0,0,24.95935477306639,NA,NA,NA,NA,Complete,TRUE,NA
KIF5B,0,0,22.884983807103776,NA,NA,NA,NA,Complete,TRUE,NA
MCM5,8,12.903225806451612,24.44559486889627,0,0,0,0,MAR,TRUE,NA
SHMT1,2,3.225806451612903,19.398405897693927,0,0,0,0,MAR,TRUE,NA
SHMT2,14,22.58064516129032,22.28359045235973,0,0,0,0,MAR,TRUE,NA
HSPA4,0,0,20.840795544293343,NA,NA,NA,NA,Complete,TRUE,NA
MPI,0,0,22.571213953612,NA,NA,NA,NA,Complete,TRUE,NA
GPC1,6,9.67741935483871,17.857321499896695,0,1,1,2,MNAR,TRUE,0.07646176911544228
PFN2,0,0,23.876467160884168,NA,NA,NA,NA,Complete,TRUE,NA
CTNNA1,21,33.87096774193548,15.423402923184193,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
SERPINB6,0,0,21.914989361757723,NA,NA,NA,NA,Complete,TRUE,NA
RDX,0,0,22.07144826471093,NA,NA,NA,NA,Complete,TRUE,NA
RPA3,13,20.967741935483872,18.053361184584936,0,1,1,2,MNAR,TRUE,0.5557221389305347
RPL22,0,0,22.237178924771218,NA,NA,NA,NA,Complete,TRUE,NA
SPR,2,3.225806451612903,20.984146460802428,0,0,0,0,MAR,TRUE,NA
THBS4,21,33.87096774193548,17.969085486607742,1,1,1,3,MNAR,TRUE,0.05647176411794103
FBN1,3,4.838709677419355,20.945893417481326,0,0,0,0,MAR,TRUE,NA
AGL,0,0,25.90262976113458,NA,NA,NA,NA,Complete,TRUE,NA
MYH9,0,0,24.166584026122763,NA,NA,NA,NA,Complete,TRUE,NA
COPB2,26,41.935483870967744,16.00616738199445,1,1,1,3,MNAR,TRUE,0.04597701149425287
ACTN2,0,0,25.176147034185835,NA,NA,NA,NA,Complete,TRUE,NA
ADD1,20,32.25806451612903,17.122850919425677,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
BSG,0,0,23.12502665521275,NA,NA,NA,NA,Complete,TRUE,NA
FUS,1,1.6129032258064515,19.673142787745526,0,0,0,0,MAR,TRUE,NA
DEK,26,41.935483870967744,19.715561757952585,1,0,0,1,MAR,TRUE,NA
MYH11,15,24.193548387096776,19.47498428327199,0,0,0,0,MAR,TRUE,NA
GLRX,1,1.6129032258064515,22.202676362263254,0,0,0,0,MAR,TRUE,NA
PPM1A,1,1.6129032258064515,19.63783542191913,0,0,0,0,MAR,TRUE,NA
KRT2,0,0,23.402246896606545,NA,NA,NA,NA,Complete,TRUE,NA
HMGCL,3,4.838709677419355,21.411784177071382,0,0,0,0,MAR,TRUE,NA
PSMC2,0,0,22.56839308928701,NA,NA,NA,NA,Complete,TRUE,NA
ARL3,25,40.32258064516129,17.329767699402993,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
MAP2K2,4,6.451612903225806,18.219578330689234,0,1,0,1,MAR,TRUE,NA
ATP5F1C,0,0,26.2418637180896,NA,NA,NA,NA,Complete,TRUE,NA
ATP6V1E1,9,14.516129032258066,19.404688270576337,0,0,0,0,MAR,TRUE,NA
RPL4,2,3.225806451612903,20.284902149846825,0,0,0,0,MAR,TRUE,NA
LONP1,0,0,21.240626834607987,NA,NA,NA,NA,Complete,TRUE,NA
PGM1,0,0,27.573058603214132,NA,NA,NA,NA,Complete,TRUE,NA
PPP1CC,32,51.61290322580645,15.68622815034573,1,1,1,3,MNAR,FALSE,4.997501249375312e-4
SERPINF1,2,3.225806451612903,19.362149610430333,0,0,0,0,MAR,TRUE,NA
DLST,0,0,24.87823470574655,NA,NA,NA,NA,Complete,TRUE,NA
GMPR,0,0,20.37830025036994,NA,NA,NA,NA,Complete,TRUE,NA
GPX4,0,0,21.711940427025077,NA,NA,NA,NA,Complete,TRUE,NA
SRP14,4,6.451612903225806,19.03330263546189,0,0,0,0,MAR,TRUE,NA
TAGLN2,0,0,19.956602242019677,NA,NA,NA,NA,Complete,TRUE,NA
TALDO1,0,0,22.124294290783286,NA,NA,NA,NA,Complete,TRUE,NA
SNCA,33,53.2258064516129,18.8466494377168,1,0,1,2,MNAR,FALSE,0.03498250874562719
ETFB,0,0,24.16134781996964,NA,NA,NA,NA,Complete,TRUE,NA
ATP6V1A,0,0,20.33527233905299,NA,NA,NA,NA,Complete,TRUE,NA
HSPA9,0,0,24.331560841357444,NA,NA,NA,NA,Complete,TRUE,NA
RPS19,0,0,21.489553448603115,NA,NA,NA,NA,Complete,TRUE,NA
RPL3,15,24.193548387096776,18.09207508212997,1,1,1,3,MNAR,TRUE,0.5797101449275363
COL15A1,13,20.967741935483872,17.04171174136691,1,1,1,3,MNAR,TRUE,0.3598200899550225
COL18A1,23,37.096774193548384,15.925854788439286,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
DDOST,3,4.838709677419355,21.46278348736074,0,0,0,0,MAR,TRUE,NA
ANP32A,1,1.6129032258064515,21.614825016187417,0,0,0,0,MAR,TRUE,NA
CAPG,35,56.451612903225815,15.451060375774105,1,1,1,3,MNAR,FALSE,0.014492753623188406
CAP2,0,0,23.648172477350872,NA,NA,NA,NA,Complete,TRUE,NA
CCT6A,0,0,24.845375518097235,NA,NA,NA,NA,Complete,TRUE,NA
RPL13A,1,1.6129032258064515,23.611792569262388,0,0,0,0,MAR,TRUE,NA
ARL1,32,51.61290322580645,17.735214512709284,1,1,1,3,MNAR,FALSE,0.6496751624187906
STAT3,5,8.064516129032258,17.924393822181322,0,1,1,2,MNAR,TRUE,0.043478260869565216
MDH1,0,0,28.364448101825023,NA,NA,NA,NA,Complete,TRUE,NA
MDH2,0,0,27.709324885398384,NA,NA,NA,NA,Complete,TRUE,NA
HADHA,0,0,26.087060932010377,NA,NA,NA,NA,Complete,TRUE,NA
EIF2S3,0,0,19.52069047598488,NA,NA,NA,NA,Complete,TRUE,NA
NAA10,18,29.03225806451613,16.71707475112607,1,1,1,3,MNAR,TRUE,9.995002498750624e-4
PPP1R2,0,0,21.110431471042325,NA,NA,NA,NA,Complete,TRUE,NA
GARS1,2,3.225806451612903,19.553959981736874,0,0,0,0,MAR,TRUE,NA
IARS1,9,14.516129032258066,17.215902435335074,0,1,1,2,MNAR,TRUE,0.26286856571714146
EIF1,2,3.225806451612903,20.796668261935245,0,0,0,0,MAR,TRUE,NA
ECI1,0,0,24.554512410272174,NA,NA,NA,NA,Complete,TRUE,NA
TMPO,32,51.61290322580645,15.597577853844362,1,1,1,3,MNAR,FALSE,4.997501249375312e-4
AKR1C3,0,0,21.332970974409864,NA,NA,NA,NA,Complete,TRUE,NA
RPS27,0,0,21.40364251265125,NA,NA,NA,NA,Complete,TRUE,NA
LRPPRC,0,0,22.697582743741368,NA,NA,NA,NA,Complete,TRUE,NA
ACAA2,0,0,24.41683109699437,NA,NA,NA,NA,Complete,TRUE,NA
RPL35,1,1.6129032258064515,20.799479609517512,0,0,0,0,MAR,TRUE,NA
SLC1A4,24,38.70967741935484,18.331861191234236,1,1,1,3,MNAR,TRUE,0.29235382308845576
PAFAH1B1,0,0,21.352097535256544,NA,NA,NA,NA,Complete,TRUE,NA
CRAT,0,0,25.446689067905506,NA,NA,NA,NA,Complete,TRUE,NA
GPD2,0,0,22.128629384679165,NA,NA,NA,NA,Complete,TRUE,NA
NAMPT,0,0,21.11593659241853,NA,NA,NA,NA,Complete,TRUE,NA
PSMC4,0,0,21.036145430062767,NA,NA,NA,NA,Complete,TRUE,NA
TSFM,2,3.225806451612903,17.70158328199881,0,1,0,1,MAR,TRUE,NA
TNNT3,0,0,27.236891030370433,NA,NA,NA,NA,Complete,TRUE,NA
ASPA,16,25.806451612903224,18.809545213860346,0,0,1,1,MAR,TRUE,NA
PPIC,23,37.096774193548384,16.59003147732512,1,1,1,3,MNAR,TRUE,0.25487256371814093
VDAC2,0,0,25.65822567537295,NA,NA,NA,NA,Complete,TRUE,NA
ACADSB,2,3.225806451612903,22.19603649975125,0,0,0,0,MAR,TRUE,NA
USP5,0,0,21.249105170061924,NA,NA,NA,NA,Complete,TRUE,NA
MAP2K4,8,12.903225806451612,17.98833638760434,0,1,1,2,MNAR,TRUE,0.013993003498250875
PHKA2,0,0,22.09009364924592,NA,NA,NA,NA,Complete,TRUE,NA
PHKA1,0,0,23.02670210281667,NA,NA,NA,NA,Complete,TRUE,NA
CRKL,0,0,20.832586311000703,NA,NA,NA,NA,Complete,TRUE,NA
MTIF2,34,54.83870967741935,20.611254726961022,1,0,0,1,MAR,FALSE,NA
BAG6,27,43.54838709677419,16.083529994071657,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
NSF,2,3.225806451612903,20.358167204786703,0,0,0,0,MAR,TRUE,NA
MAP2K3,0,0,21.069498730921207,NA,NA,NA,NA,Complete,TRUE,NA
RPL27A,2,3.225806451612903,21.30984007402839,0,0,0,0,MAR,TRUE,NA
RPL5,0,0,20.653330881164905,NA,NA,NA,NA,Complete,TRUE,NA
RPL28,0,0,19.866879744653467,NA,NA,NA,NA,Complete,TRUE,NA
RPS9,0,0,22.02257483461438,NA,NA,NA,NA,Complete,TRUE,NA
RPS5,0,0,21.477751363839864,NA,NA,NA,NA,Complete,TRUE,NA
RPS10,0,0,21.763945756260544,NA,NA,NA,NA,Complete,TRUE,NA
GNPDA1,1,1.6129032258064515,22.10137067385717,0,0,0,0,MAR,TRUE,NA
UTRN,1,1.6129032258064515,20.53520640415488,0,0,0,0,MAR,TRUE,NA
IQGAP1,17,27.419354838709676,17.374334397859116,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
GYG1,0,0,25.925315758301398,NA,NA,NA,NA,Complete,TRUE,NA
STT3A,6,9.67741935483871,16.263338222026327,0,1,1,2,MNAR,TRUE,0.051974012993503245
CAPZA2,0,0,21.828921839542282,NA,NA,NA,NA,Complete,TRUE,NA
CAPZB,0,0,22.306609387361693,NA,NA,NA,NA,Complete,TRUE,NA
EIF1AX,0,0,18.67194770176728,NA,NA,NA,NA,Complete,TRUE,NA
QARS1,0,0,20.263556979918306,NA,NA,NA,NA,Complete,TRUE,NA
RPL29,0,0,19.92167756889345,NA,NA,NA,NA,Complete,TRUE,NA
UQCRFS1,0,0,25.64835332316382,NA,NA,NA,NA,Complete,TRUE,NA
ATP5PO,0,0,26.316158856136617,NA,NA,NA,NA,Complete,TRUE,NA
LIMS1,10,16.129032258064516,19.21905065003545,0,0,0,0,MAR,TRUE,NA
PREP,0,0,23.637479865531724,NA,NA,NA,NA,Complete,TRUE,NA
ME1,0,0,21.56248968414546,NA,NA,NA,NA,Complete,TRUE,NA
PIP4K2A,19,30.64516129032258,17.529210033294305,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
ARCN1,7,11.29032258064516,16.67820361037848,0,1,1,2,MNAR,TRUE,0.01199400299850075
LSS,5,8.064516129032258,19.602373009397585,0,0,0,0,MAR,TRUE,NA
GCLM,5,8.064516129032258,17.216934572916163,0,1,1,2,MNAR,TRUE,0.15642178910544727
CD151,8,12.903225806451612,17.020831134032612,0,1,1,2,MNAR,TRUE,0.22688655672163918
PSMD8,1,1.6129032258064515,22.200223117588436,0,0,0,0,MAR,TRUE,NA
GSS,0,0,20.547045536413034,NA,NA,NA,NA,Complete,TRUE,NA
CCT5,0,0,22.115073962773,NA,NA,NA,NA,Complete,TRUE,NA
NES,36,58.06451612903226,20.180566871901345,1,0,0,1,MAR,FALSE,NA
IDH2,0,0,27.9149346902673,NA,NA,NA,NA,Complete,TRUE,NA
TNNI2,0,0,26.673441379208523,NA,NA,NA,NA,Complete,TRUE,NA
PXN,21,33.87096774193548,14.511635378418276,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
ALDH9A1,0,0,23.809741312687166,NA,NA,NA,NA,Complete,TRUE,NA
RPL34,11,17.741935483870968,17.309629990574035,0,1,1,2,MNAR,TRUE,0.4362818590704648
LMAN1,2,3.225806451612903,18.703857791000775,0,0,0,0,MAR,TRUE,NA
FNTA,6,9.67741935483871,17.250887724039487,0,1,1,2,MNAR,TRUE,0.01249375312343828
CCT3,0,0,22.339923106833833,NA,NA,NA,NA,Complete,TRUE,NA
MRPL19,23,37.096774193548384,18.06992422969458,1,1,1,3,MNAR,TRUE,0.028985507246376812
TUFM,0,0,24.23417158236431,NA,NA,NA,NA,Complete,TRUE,NA
ALDH7A1,2,3.225806451612903,17.957970286014483,0,1,0,1,MAR,TRUE,NA
CDC34,2,3.225806451612903,24.051127191764845,0,0,0,0,MAR,TRUE,NA
PCYT1A,8,12.903225806451612,17.147112027336348,0,1,1,2,MNAR,TRUE,0.01899050474762619
AARS1,1,1.6129032258064515,19.470641019892643,0,0,0,0,MAR,TRUE,NA
CARS1,19,30.64516129032258,17.998343053660403,1,1,1,3,MNAR,TRUE,0.7656171914042978
SARS1,6,9.67741935483871,17.72544925706352,0,1,1,2,MNAR,TRUE,0.487256371814093
PSMB3,0,0,21.67821192381801,NA,NA,NA,NA,Complete,TRUE,NA
PSMB2,0,0,23.00207369711983,NA,NA,NA,NA,Complete,TRUE,NA
ACADVL,0,0,25.700546615385786,NA,NA,NA,NA,Complete,TRUE,NA
ACOT2,0,0,24.18710654987816,NA,NA,NA,NA,Complete,TRUE,NA
TMED10,13,20.967741935483872,20.46732399856081,0,0,0,0,MAR,TRUE,NA
HINT1,0,0,25.445473976548648,NA,NA,NA,NA,Complete,TRUE,NA
NDUFV1,0,0,24.490501630520743,NA,NA,NA,NA,Complete,TRUE,NA
GSK3A,10,16.129032258064516,16.13581066058742,1,1,1,3,MNAR,TRUE,0.006496751624187906
GSK3B,6,9.67741935483871,17.328354607956292,0,1,1,2,MNAR,TRUE,0.04697651174412794
IDH3A,0,0,24.34909533756084,NA,NA,NA,NA,Complete,TRUE,NA
SULT1A1,7,11.29032258064516,16.933464764577625,0,1,1,2,MNAR,TRUE,0.009495252373813094
GDI2,0,0,23.613452323689337,NA,NA,NA,NA,Complete,TRUE,NA
EMD,5,8.064516129032258,17.947862514275194,0,1,1,2,MNAR,TRUE,0.1519240379810095
CPT1A,10,16.129032258064516,18.80337032901814,0,0,1,1,MAR,TRUE,NA
SERPINH1,39,62.903225806451616,20.20974222808249,1,0,1,2,MNAR,FALSE,0.009495252373813094
CSRP3,0,0,27.409303535752635,NA,NA,NA,NA,Complete,TRUE,NA
ST13,0,0,24.255352933349233,NA,NA,NA,NA,Complete,TRUE,NA
DNM2,0,0,20.10710531689464,NA,NA,NA,NA,Complete,TRUE,NA
METAP2,6,9.67741935483871,18.84687881155309,0,0,0,0,MAR,TRUE,NA
NUDT2,30,48.38709677419355,19.71577195870647,1,0,0,1,MAR,TRUE,NA
LRBA,11,17.741935483870968,21.010540134198493,0,0,0,0,MAR,TRUE,NA
BCAM,3,4.838709677419355,16.17275480671507,0,1,0,1,MAR,TRUE,NA
RPL14,10,16.129032258064516,20.592226702316786,0,0,0,0,MAR,TRUE,NA
CCT8,0,0,22.631049647447373,NA,NA,NA,NA,Complete,TRUE,NA
CCT4,0,0,22.115847348779848,NA,NA,NA,NA,Complete,TRUE,NA
ATP1A2,0,0,23.407032896295515,NA,NA,NA,NA,Complete,TRUE,NA
ANXA11,0,0,23.504880676204348,NA,NA,NA,NA,Complete,TRUE,NA
FXR1,2,3.225806451612903,20.25340535288864,0,0,0,0,MAR,TRUE,NA
RAB5C,0,0,21.957007813699786,NA,NA,NA,NA,Complete,TRUE,NA
RAB7A,0,0,23.218213540943534,NA,NA,NA,NA,Complete,TRUE,NA
DUSP3,0,0,24.50550127253231,NA,NA,NA,NA,Complete,TRUE,NA
IDH3G,0,0,22.319977271150538,NA,NA,NA,NA,Complete,TRUE,NA
GALK1,8,12.903225806451612,20.165728296048776,0,0,0,0,MAR,TRUE,NA
SSR4,30,48.38709677419355,13.067908107293542,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
BCAP31,0,0,21.88466774749535,NA,NA,NA,NA,Complete,TRUE,NA
MECP2,19,30.64516129032258,16.23434295505996,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
CAV2,39,62.903225806451616,15.97757051426819,1,1,1,3,MNAR,FALSE,9.995002498750624e-4
ALDH3A2,0,0,20.45562684849065,NA,NA,NA,NA,Complete,TRUE,NA
ALDH5A1,0,0,22.875840874950338,NA,NA,NA,NA,Complete,TRUE,NA
HSD17B4,0,0,17.992947284443403,NA,NA,NA,NA,Complete,TRUE,NA
PSMD7,0,0,20.212413567476123,NA,NA,NA,NA,Complete,TRUE,NA
UBE2D1,0,0,21.91627733612065,NA,NA,NA,NA,Complete,TRUE,NA
SUOX,0,0,20.55754878357437,NA,NA,NA,NA,Complete,TRUE,NA
STAT5B,3,4.838709677419355,19.01528581301066,0,0,0,0,MAR,TRUE,NA
RPS6KA3,0,0,20.664682359446434,NA,NA,NA,NA,Complete,TRUE,NA
HDGF,0,0,21.16576114161789,NA,NA,NA,NA,Complete,TRUE,NA
LUM,0,0,23.376019117908545,NA,NA,NA,NA,Complete,TRUE,NA
PRELP,4,6.451612903225806,19.499567896655456,0,0,0,0,MAR,TRUE,NA
NDUFA8,0,0,24.25496340212995,NA,NA,NA,NA,Complete,TRUE,NA
HNRNPA3,12,19.35483870967742,17.440489697024365,0,1,1,2,MNAR,TRUE,4.997501249375312e-4
MYOM1,0,0,24.79005706660706,NA,NA,NA,NA,Complete,TRUE,NA
PGD,0,0,21.2597184219428,NA,NA,NA,NA,Complete,TRUE,NA
HNRNPM,17,27.419354838709676,18.320135876846567,1,1,1,3,MNAR,TRUE,9.995002498750624e-4
KPNA1,2,3.225806451612903,21.267823272516168,0,0,0,0,MAR,TRUE,NA
MAP2K6,0,0,21.729026901738354,NA,NA,NA,NA,Complete,TRUE,NA
ARHGDIA,0,0,23.612517396502998,NA,NA,NA,NA,Complete,TRUE,NA
ARHGDIB,5,8.064516129032258,17.950021892941677,0,1,0,1,MAR,TRUE,NA
RIDA,0,0,22.954551536985363,NA,NA,NA,NA,Complete,TRUE,NA
MRPL12,17,27.419354838709676,17.656792865774328,1,1,1,3,MNAR,TRUE,0.022988505747126436
THOP1,6,9.67741935483871,17.555867972104412,0,1,1,2,MNAR,TRUE,0.051974012993503245
AKR1C2,21,33.87096774193548,20.93162661710177,0,0,0,0,MAR,TRUE,NA
CAPZA1,0,0,22.050659934565715,NA,NA,NA,NA,Complete,TRUE,NA
CRIP2,8,12.903225806451612,17.67067741144984,0,1,1,2,MNAR,TRUE,0.013993003498250875
BLVRA,0,0,20.417528442699,NA,NA,NA,NA,Complete,TRUE,NA
PPP5C,3,4.838709677419355,20.55077558144186,0,0,0,0,MAR,TRUE,NA
NUBP1,24,38.70967741935484,15.867007692711756,1,1,1,3,MNAR,TRUE,0.006496751624187906
SUCLG1,0,0,24.966050873207127,NA,NA,NA,NA,Complete,TRUE,NA
COPA,5,8.064516129032258,17.804441100158265,0,1,1,2,MNAR,TRUE,0.3543228385807096
HCCS,6,9.67741935483871,18.682539105020144,0,0,0,0,MAR,TRUE,NA
MAPK12,2,3.225806451612903,21.2757274094226,0,0,0,0,MAR,TRUE,NA
TTC3,39,62.903225806451616,22.261520119996288,1,0,0,1,MAR,FALSE,NA
SMTN,4,6.451612903225806,19.421854920165615,0,0,0,0,MAR,TRUE,NA
SLC16A1,1,1.6129032258064515,23.36449648781203,0,0,0,0,MAR,TRUE,NA
IST1,1,1.6129032258064515,19.39398128155005,0,0,0,0,MAR,TRUE,NA
SEC24C,3,4.838709677419355,21.871949415224748,0,0,0,0,MAR,TRUE,NA
SUB1,2,3.225806451612903,18.99655216080556,0,0,0,0,MAR,TRUE,NA
RARS1,0,0,19.66996400670561,NA,NA,NA,NA,Complete,TRUE,NA
CACNB3,0,0,22.402205124765814,NA,NA,NA,NA,Complete,TRUE,NA
CACNA2D1,0,0,23.208782461898164,NA,NA,NA,NA,Complete,TRUE,NA
MYOM2,0,0,25.746152413398896,NA,NA,NA,NA,Complete,TRUE,NA
YARS1,5,8.064516129032258,19.271929958413686,0,0,0,0,MAR,TRUE,NA
USP14,0,0,22.40155237328206,NA,NA,NA,NA,Complete,TRUE,NA
PRKAG1,0,0,21.460361817080713,NA,NA,NA,NA,Complete,TRUE,NA
PRKAA2,0,0,20.709558751546304,NA,NA,NA,NA,Complete,TRUE,NA
HSPA2,0,0,24.30540919718904,NA,NA,NA,NA,Complete,TRUE,NA
RAD23A,0,0,21.886363848708175,NA,NA,NA,NA,Complete,TRUE,NA
RAD23B,0,0,22.186944529958915,NA,NA,NA,NA,Complete,TRUE,NA
AK2,0,0,23.278060958645728,NA,NA,NA,NA,Complete,TRUE,NA
NAPA,0,0,23.462007273925497,NA,NA,NA,NA,Complete,TRUE,NA
EIF5,0,0,21.606741951537447,NA,NA,NA,NA,Complete,TRUE,NA
PSMD4,0,0,22.5323350528656,NA,NA,NA,NA,Complete,TRUE,NA
DRG2,36,58.06451612903226,16.92664759576243,1,1,1,3,MNAR,FALSE,0.059470264867566215
RRAD,29,46.774193548387096,18.87951757671011,1,0,1,2,MNAR,TRUE,0.1809095452273863
CSE1L,0,0,22.13690958235565,NA,NA,NA,NA,Complete,TRUE,NA
VCP,0,0,23.256227808942967,NA,NA,NA,NA,Complete,TRUE,NA
HADHB,0,0,26.00487809751758,NA,NA,NA,NA,Complete,TRUE,NA
NAP1L1,2,3.225806451612903,21.4195145422327,0,0,0,0,MAR,TRUE,NA
ADK,5,8.064516129032258,19.869994835593744,0,0,0,0,MAR,TRUE,NA
LAMB2,7,11.29032258064516,19.76200770336042,0,0,0,0,MAR,TRUE,NA
CDH13,0,0,21.86251900345367,NA,NA,NA,NA,Complete,TRUE,NA
TPD52,29,46.774193548387096,17.652044111965203,1,1,1,3,MNAR,TRUE,0.4827586206896552
SEC13,8,12.903225806451612,17.82963807600975,0,1,1,2,MNAR,TRUE,0.02048975512243878
SNU13,5,8.064516129032258,17.592547577104543,0,1,1,2,MNAR,TRUE,0.15942028985507245
NPEPPS,0,0,24.819562032806726,NA,NA,NA,NA,Complete,TRUE,NA
HNRNPH2,37,59.67741935483871,19.071472428574992,1,0,1,2,MNAR,FALSE,0.004497751124437781
OXCT1,24,38.70967741935484,18.0822532794561,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
SH3BGR,0,0,24.11852998057972,NA,NA,NA,NA,Complete,TRUE,NA
