gene,LV1,LV2,LV3,LV4,LV5,LV6,LV7,LV8,LV9,LV10
ANXA3,0,0.05147863816009637,0,0.2834591499458273,0,0,0.22631265955341673,0,0.025532571574896572,0
BCKDHA,0.36443912262454464,0,0,0.13148003220170304,0,0.104944960263453,0,0,0.17153345042051665,0.004357296892489189
ACTN1,0,0,0,0,0.11366427333581727,0.688777964095418,0,0,0.04015485654700623,0
MYH1,0,0.14631999467776588,0,0.07373867343626643,0,0.4816833935825647,0,0.02264012083925057,0.1671436453405303,0.1172871420653666
MYH7,0,0,0,0,0,0.5075555070393943,0.03107412677389643,0,0.17212628322395873,0.22688778758821374
PEPD,0,0.09770353658496023,0.06960582504831511,0.3224336345364843,0,0,0,0,0.020406285625927313,0
XRCC6,0,0.07450714398104034,0.021362135235664093,0,0,0,0.4853098054111988,0,0,0.007480354546464994
XRCC5,0,0.15097375491385542,0,0,0.21724898715542953,0.05227110733818594,0.07349560702599661,0,0,0
COX4I1,0.4566189923271206,0,0,0.05258855286568163,0,0.013274056585794452,0,0.002942567444362431,0.6871697099152598,0.03922692484295493
IFITM1,0.057072816461702064,0.09704207333089153,0,0,0,0,0.2500301122958673,0,0,0
LAMP2,0,0.27837161192049825,0,0,0,0,0.31530374316226734,0,0.0012986994126592704,0
RNH1,0,0.09045814064814582,0.10181687939533207,0.4020530849950812,0,0,0.16548940766131573,0.024175707442697644,0,0
MYH8,0,0,0,0.11516376833304763,0,0.8164309398358823,0,0,0.03491359768911201,0.1402724979981435
VCAN,0,0.11558804905757188,0.0018543425992504064,0.24256036352355126,0.2910719383467075,0.16352465579577063,0,0,0,0
EEF2,0,0.10487935484631508,0.2674757591348259,0.1939756412559273,0.02434192632736847,0.07091805869865611,0,0,0,0.09406849199553294
KRT10,0,0,0,0.08954155716989305,0,0.061461373063207404,0,0,0.1832413573086662,0.038869023564546086
KRT5,0.0033275010150637294,0.046660751064362044,0,0.030867449217792067,0.027127885622655917,0,0,0.008334318295827163,0.10504316288071981,0
PDIA4,0.05270349842745603,0.10437969733285876,0.18539641663187656,0,0,0,0.22422648925482216,0.029216228449554855,0,0
TPT1,0,0.383596274680715,0,0,0.1989354353972555,0.08674276334542887,0,0.05520178582355942,0,0
ALAD,0,0.14639097771696147,0,0,0.13039726490965944,0,0.12899555839679294,0.393245605959483,0,0
LCP1,0.06958842621267289,0,0.23224618613864978,0,0.0276164431334743,0.016358264227421322,0.035640980680240124,0.14544635896269312,0,0
PLS3,0.23971668355110337,0,0.08037320866177676,0,0,0,0.18292758093730382,0.202249287679335,0,0
APEH,0,0.14089681292890657,0.09409891302499344,0,0.33030607547720237,0,0,0.1730775770655373,0,0
ETFA,0.6567775708226375,0,0.07036188348784439,0,0,0,0.2011338534931414,0.049079496515560275,0.25780367090461387,0
TNNT1,0.039307637112928485,0,0,0,0,0.8766297321004736,0.10631171449942885,0,0,0.040548924570172125
GYS1,0.08598909648198132,0,0.20940776537467456,0,0.26588868800142146,0.014270128053496369,0,0,0,0.17119444597215475
PRKAR2A,0,0.3012100782843166,0,0,0.27286980877018513,0,0.08004031258776759,0,0,0
ENO3,0,0.21096641164722613,0.07194501469495501,0.23581352367777716,0.06983815967846048,0.1087915307321889,0,0,0,0
CD59,0,0.3068732446391999,0.032484767325530343,0,0.054955786914074455,0,0.11770099297914043,0,0,0.07692066996518247
MIF,0,0,0.28761807603421674,0,0,0,0.11482188226381405,0.17305755798486658,0,0
CD99,0,0,0.11257702935687446,0.011047820453258287,0.059566633235572916,0,0.03019024848265529,0,0,0.34629666722474334
PRKCSH,0,0.09626907547957314,0.15703736225091217,0,0.2921355175820605,0,0,0.03973046228058512,0,0.06096106270725449
FDPS,0.03672936588766809,0.13105283178605173,0,0.07040071559068282,0,0.2753102465886773,0.11415048627259902,0.057270437137372496,0,0
COX7A2,0.4380711207851805,0,0,0.02382589257010147,0,0.11398344172294939,0,0,0.691618452566918,0.07404610379935833
NID1,0,0.1036699358475992,0,0,0,0.5175237530285903,0,0,0.03328281243325189,0
AKR1A1,0,0,0.11738138431291588,0.18693526049127474,0,0.09231485642909928,0.30453469982859066,0.016249813134589584,0,0.06350166397800754
PKM,0,0.25956065919981597,0.17206128033709653,0.19283230555201503,0.02638750785435128,0.10559169224263362,0,0.05235626283368678,0,0
ACYP2,0,0.08931993095606704,0.1977316760588622,0.11336665690367138,0.047159306208584065,0.028398288974862167,0,0,0,0
HSP90B1,0,0.005333985235989084,0.3782288926460219,0,0.2645144857269461,0,0,0.03323458651003665,0,0.1068788366593754
MYL6B,0.0718298359218969,0,0.033917685164461524,0,0,0.38400977303577377,0.11098900236679175,0,0.09806497241973154,0.20165059089127935
SLC2A4,0.14674457652746065,0.08441633536233016,0.1366508089890819,0.02036576155903983,0.03280451005579141,0,0,0.052312015634330924,0,0
IDE,0.028912352784162806,0,0.15931253432762255,0.3611878845456046,0,0,0.0796098124457138,0,0,0
COX6B1,0.4630581882877116,0.11392539484824105,0,0,0,0.06623556702388184,0,0,0.3809770610821184,0.13008406110313916
HNRNPL,0.005534173991833991,0.07864193640838436,0,0,0.06650047450617942,0.040590176495206125,0.14417715660658162,0.003285826857112453,0,0.041199705230093114
DARS1,0.11313210932020355,0,0.2729186173367983,0,0.2862493606864786,0,0,0,0,0.13594233627843003
JUP,0.09450358627869342,0,0.00639329655628634,0,0.09706632381536605,0.039186589432714226,0,0,0.017914648344672938,0.027864311111277403
UQCRB,0.37331454654279395,0,0,0,0,0.07173406416769605,0,0,0.4959127339887739,0.07325989377101702
CPA3,0.06592996221093317,0.1410429499851901,0,0.12475687441864934,0,0.06960745019888498,0.2203937589646034,0,0,0
FABP4,0.2626905428433731,0,0,0.04441013822277307,0,0.03762458826924809,0.15189910655728647,0.038666332268353955,0.01872973985570531,0
GLUL,0.18781468689829478,0.08354772684741456,0,0,0,0,0.13311301801860065,0,0.1028724703968797,0
AKR1B1,0,0.20166113854283801,0,0.1905062745868912,0.17184518480989977,0,0.17718918400813993,0,0,0
GSPT1,0,0.1308388547730673,0.1724679920431224,0.19561772180365372,0.12159198383704055,0,0,0,0,0
PGAM2,0,0.1535470300430566,0,0.39848428326199953,0,0.13371952025846476,0.14280717583370214,0.04298657653389182,0,0
EZR,0,0,0.28046715101465514,0.05425659084310257,0.1383307821632832,0.01622912629223617,0,0,0,0.07424889351739364
UCHL3,0.006397256496834511,0,0.1283658050194886,0.3102647692534748,0.024133470760926458,0.16806398253069127,0,0.15410667650084223,0,0
NME1,0.11745051192218205,0,0.256702831427328,0,0,0,0.02989136528066349,0.2523546922107812,0,0
RPS2,0.08559254609088031,0.06830068506444546,0.017249323532442157,0,0.36138037008509644,0.016208426779071753,0,0.04284975726700445,0,0.7722835504100303
RPA2,0.07351062916689954,0.007246521228574986,0,0,0,0.15097911643487008,0.23975064051660555,0.04598906500921771,0.23368741561415274,0
COX7C,0.27937005930273445,0,0,0.16591496383617851,0,0.009791858766126182,0,0.036493235647237374,0.6642574864869751,0.09026437724423582
NQO2,0.12274994384219758,0,0,0.16241671739092328,0,0.19965374599823388,0.04367712657440879,0.06332344006762612,0.027778308198971955,0
PFKFB1,0,0.07302394779230807,0,0,0,0,0,0.03811708405814773,0.094312269499871,0.12798241310755895
CBR1,0.06989620945598415,0,0.4121686086359332,0.0223988730356818,0.03506349346255222,0,0,0.04251836271612572,0,0.10761094235509816
ANK1,0.009486431323101853,0,0,0.046297440895271366,0,0,0.023278503668076853,0.4880051784795183,0.004916433063852996,0
ACADS,0.3471186058448893,0.07581819699604968,0,0.03560005229014473,0,0,0.0967410437335989,0,0.022014809290508714,0
PPP3CB,0,0.11165439487990296,0,0.4047027059251619,0,0.07170869770953488,0.14893357660844092,0,0.07112970861129261,0
ATP2A2,0,0.12948583165037855,0,0.040283893799807305,0.24110579247725442,0,0.25041423981238414,0,0,0
CD36,0.18579405934601367,0.12461080476341103,0.03464320360357576,0,0.06767197843094333,0.09044254799163487,0.022367304711560905,0,0,0.042193255510831855
FAH,0.11514240965014085,0.014115851793454632,0,0,0,0.006791030401258801,0.18052937442796138,0.2619144861389849,0,0
YBX3,0,0,0.024094110065882805,0.5007840255597612,0,0.09616857042765657,0,0,0.07118684519502601,0.11701857141121759
TMEM11,0.2720546535337251,0.0034304696284897544,0,0,0,0,0.20204608311414146,0,0.24997335275991608,0.026220822052426974
GOT1,0.3964543889427545,0,0,0.24267544167138677,0,0,0.1300687120216436,0.08245820916879802,0.26735331907511584,0
CKMT2,0.5075692665457615,0,0.0052246364587773255,0,0.026784568304787978,0,0,0.09103181583411023,0,0
NDUFB7,0.2653566094701792,0.022725978422750523,0,0,0,0,0.05116305484237212,0.0010665932301119506,1.3397759723974902,0
PRKACA,0,0.31299298197728725,0.07579780529419887,0,0.023638855005917295,0.004293901370920619,0.14552895697616028,0,0,0.1037448800248916
CAPN2,0,0,0.4426444091021638,0,0.014058277741132386,0,0.02131891734218005,0.009861223622052837,0,0.1555559065087144
DES,0,0,0.058059825168188806,0.05286358926314344,0.131656732714641,0.923651971415035,0,0.005726404627175169,0,0.043976266532511465
PFKL,0,0.14293918039528142,0.09080262719532511,0.19038050973492116,0.33325614937290143,0.1302768456952229,0,0,0,0
LGALS3,0,0.016253085681547555,0.3716609407598065,0,0,0,0.05686730112784717,0.046061221215979,0,0.11540182785662223
FLT1,0,0,0,0.03035840207481399,0,0.5258687779256163,0,0.019684908724229146,0.08897113452627024,0
PSMC3,0,0.03005267621621278,0.08468866684289898,0,0.5449790649154882,0,0,0,0,0.17637229080632782
TCP1,0,0,0.29582229839164204,0,0.360038794726559,0,0,0,0,0
RPL35A,0,0,0.09461714423420885,0.17061785937994897,0,0.14477117748316784,0,0,0,0.7869959814190853
ARF4,0,0.2932709821737051,0.025344534963838736,0,0.1965239998153616,0.17822544838791302,0,0,0,0
RPL7,0,0,0.03923343668633333,0,0,0.15599872019988045,0.0018803665385053918,0.0010566752053975587,0,1.0010750681512646
VCL,0,0.13567386862144967,0.23626541879668153,0.05720402811948352,0,0,0.08216172589802147,0,0,0.17820229786023145
RPL17,0,0,0,0,0,0.0745889144035911,0,0,0.026067245675909085,1.0571331834879159
PGAM1,0,0.47306915134017125,0,0,0.14596147580238086,0.056553010190245966,0.03934340815142666,0.0449365459133363,0,0
ATP5PF,0.7196139210947283,0.05647805259735282,0,0,0.21220879048988858,0.09052459531613831,0,0,0,0.05815074990201996
TSPAN8,0,0.20744782182246463,0,0.24061925729300881,0.03366287481801586,0.16441988418858,0,0,0.1043509993634965,0
TNNI1,0,0,0,0,0,0.47670689244464115,0.08305688311630788,0,0.04457086946345382,0.04095075112905706
NCL,0,0.18262931992140755,0,0,0,0,0.3343221364502209,0,0,0.20274972894054596
HK1,0.15653680066460796,0,0.18265041899700654,0,0.05512901565503727,0,0,0.029397413433346727,0,0
NDUFV2,0.10860287631802731,0,0,0,0,0.0018917345609418196,0.011119940273515707,0,1.1119690338668171,0
SRM,0.08702824160348484,0,0.21838083003039097,0,0,0,0.22831995517215045,0,0,0
TYMP,0,0,0.14217641394304617,0.26703271029342407,0,0.21128920259976552,0,0.01945549609206926,0,0.034733281379901254
ATP2B1,0,0.09730441564954008,0,0,0,0.04546186725133045,0.05411194269805014,0,0.06690924811282159,0.3168753900601455
EIF2S2,0,0.20848761171966854,0,0,0.0977600169431889,0.0017193639757583825,0,0,0,0.5320170781518341
ANXA7,0,0.21153709827532682,0,0.14411098854015367,0,0,0.28572535118018955,0.09212061864909887,0,0.005625261520042724
TPSB2,0.11051172395377275,0.15673239329577068,0,0,0,0.07393522106605667,0.3014933154415697,0.02466080212783102,0,0
BTF3,0,0.07428970715498066,0,0,0.2120680493403483,0.13847995514112918,0,0.14742365790121698,0,0.039747296835395414
RAB6A,0,0.07274554996120039,0.1960070771907032,0,0.07001159224841609,0,0.21288389993764661,0,0,0
PVALB,0,0.10406422701051798,0,0.027844099987672642,0.025330706229181307,0.3154326282512489,0,0,0.11182662156385108,0.0774509594422544
PSMB1,0,0.07519023189933262,0,0.20100068775605984,0.5330125822466746,0,0,0.07193404180004882,0,0.00944547591775298
COX5A,0.5388804748322834,0,0,0.0830950813232964,0,0.08105617826118879,0,0.0021927743796317603,0.6423810549693348,0.18892575857044197
CAPN3,0,0,0.0555682245773666,0.1540773935051233,0,0.08181492984325524,0,0,0.034732956726424284,0.2062760979623846
CAST,0,0,0.16102068610199347,0.1332832701968506,0.18750054375704328,0.06921896775626367,0,0,0,0.07765870676499476
NEB,0,0,0.018889248668855507,0.09601532869331973,0.1211000524387404,0.7910934516885189,0,0,0,0.15414373883857357
PTMS,0.12197998192726911,0,0.21901389680361538,0.07064344780539233,0,0.049983620219845384,0.07648957393932876,0.044838924632661925,8.618194472171602e-4,0
GSTM3,0,0.16641580969078118,0.01133519454661011,0.20917588318176522,0.05643738746726286,0,0,0,0,0
ATP6V1B2,0,0,0.0702815395714019,0.336504994330044,0,0,0.18632143209446003,0.05171206506287451,0,0
CSRP1,0,0,0.24020274025042251,0.17418437377062226,0,0,0,0,0.029912061035835002,0.18860598965100797
FLNA,0,0,0.1685354039761136,0.06897621220471878,0.17857685220546926,0,0,0,0,0.3886634376951676
MAOA,0.21826952541412883,0.08181764616354804,0,0,0,0,0.3228755729103728,0.10313656119350716,0.18370877519129297,0
ACO1,0.2999190227343949,0,0,0,0.11749313208106982,0.14216996921864553,0,0,0,0
GPD1,0,0.30056410453179244,0,0.2537992777282597,0.10094323682070573,0.20346369074452403,0,0.09710350313873353,0,0
VDAC1,0.3698911593391866,0.16836783396653593,0,0,0.0020746091003444006,0,0.25307740057907546,0,0.29802290825387184,0.004563379745727459
BGN,0,0.24172215659610755,0,0,0,0.40149051116352286,0.273549894806435,0.10399404557376225,0.004423950985772974,0
RYR1,0,0.14564127924467404,0,0.027371237664860746,0.2925580790988313,0.13551545511208368,0,0,0,0.2782434800049561
SDHB,0.6245483761560928,0,0.11328329189361,0.17876238568895075,0,0,0.15816150798433343,0,0.21318128430983396,0
COMT,0,0.022020932221075543,0.07510509484352666,0,0.12457126722840649,0,0,0.06938219575850516,0,0.09059394169014105
TGM2,0.2132687578502624,0,0,0,0,0.01811091909200153,0.2150775328187236,0.06216299621044309,0.12872065647070288,9.102919821203949e-4
MMUT,0.4201699190309688,0.04597344755930732,0.02712968758616378,0,0.011413654660277182,0,0.05672430476760087,0,0,0
OSBP,0,0.31690018056022673,0,0,0,0.10205742828823423,0.07658809389292102,0.027956641558827988,0.12301823261347364,0
PCMT1,0,0.46526498650788306,0,0,0.07034061020167827,0,0.0883032597398741,0,0,0.0026884473734930837
GART,0.010464972113531836,0,0.3078039342502772,0,0.09110503608855841,0,0,0,0,0.013490010827662335
PAICS,0,0,0.13812837380216914,0.18524300235129162,0.283338456791816,0,0,0.029150152201297266,0,0
SCP2,0,0.10388552508419881,0.06812693850099168,0.28000080961237117,0,0.04567748837118032,0.03930485093510491,0,0,0.055490184047473995
UBA1,0,0.23910147378575952,0.13626456336620826,0,0.1816256008589942,0,0.18703550528508062,0.13677285699825595,0,0
GPX3,0,0.11305359495947398,0,0.23441560744142576,0,0,0.32301901195798577,0.04484813619473747,0,0.0032731427546610894
NME2,0.20600911895987875,0,0.2504451582520582,0,0,0.048091669366372,0,0.1513643866070309,0,0.010377946409198598
FDXR,0,0.3206651792783829,0,0,0,0.3254626688742556,0.09771172831572947,0,0,0
HNRNPA2B1,0,0,0,0,0,0.2904866546154645,0.1489308167801855,0.06759777842360212,0.049624647989823294,0.06036955572295579
UQCRC2,0.5783159941931424,0,0,0.022190347913713042,0,0,0.008785974987224408,0,0.5964077030845825,0.13093880706571956
FECH,0.1875078265242867,0,0,0,0,0,0.20220179144473893,0.06348063348155762,0,0.12285306642185136
AMPD1,0,0.24845239295326127,0,0,0.1374043333944482,0,0.054212546428585584,0,0.03751357811962772,0.09900407854945
FBLN1,0,0.11348599850540607,0.06368904291107545,0,0,0,0.1368643257464423,0.0650896863581153,0,0.22218729297549858
SFPQ,0,0,0,0,0,0,0.09677490822614429,0,0.18599116143264768,0.3720770113263991
PPIB,0,0,0.23773739945924705,0,0,0,0.27224643103431656,0.09031383280109452,0.00965272240299964,0.16089285880335627
S100A1,0,0.044903526020610644,0.23694864358073456,0.10898144750789585,0.04384193159959619,0.012137432557884667,0,0,0,0
HRC,0,0,0.16787533064336438,0.016954623282306708,0.29667769001373206,0,0,0.022004621252687814,0,0.15001702302551212
ME2,0.4351605652095969,0,0.3600113747945594,0.17456691567874097,0.07180668492375182,0,0,0,0,0
WARS1,0.09590909500552948,0,0.1467743854073342,0.2498796464128918,0,0.029962397361276996,0.14745745007855543,0,0,0
RPS3,0,0,0.10244736664485872,0,0.3214553775662891,0,0,0,0,0.6712564622013459
GCSH,0.166286940516692,0.10570547865494369,0.0064625432838554655,0,0.0022986915592454853,0,0,0,0,0
AHCY,0,0.024775684048580326,0.24989629443975633,0.15966442215024043,0.17476933951795354,0.09005381671569078,0.06215274559490013,0,0,0
CFL1,0,0.40481750259201127,0.048686069840370855,0,0.21810409394901087,0,0.054197963274802786,0.042679464337144014,0,0.02028382357476386
EIF4B,0,0,0,0.14252128660117766,0,0,0.17053546903388067,0,0.06149367569370483,0.3562995866321608
ATP2B4,0,0.26869432658807174,0,0.16073869644008543,0.18852427882739456,0.16199290755562357,0,0,0,0
CPT2,0.4427210445659147,0,0,0.07883018417828998,0,0,0.19039757134926652,0.020539025207016108,0,0
LAMA2,0,0.14123752630877293,0,0,0,0.740631499720934,0,0,0,0
GPT,0.3968745388389719,0,0,0.10683337226880978,0,0,0.1569450546866136,0.07579746751481398,0.13260788818720906,0
COX7A1,0.22999978473571067,0,0,0.07671082410085626,0,0.12966025193836184,0.11258087787579453,0,0.421115609299489,0.12673955269686776
COX7B,0.42184626583509144,0.014529657411825334,0,0,0,0.13600385841472604,0,0.03559742530144638,0.6799803645383912,0.06214202833185069
EEF1B2,0,0,0.2667439631822006,0.019033223139991548,0.05354427576497652,0,0.023213879211117037,0,0,0.2461400276040125
ATP5PB,0.4694033077973754,0,0,0,0.1538383303950185,0,0,0,0,0
ACP1,0,0.27649928784110206,0,0.11281325023110095,0,0.05509917198576596,0,0.12603717449665505,0.028477919392513425,0
ACAT1,0.5862726978953556,0.1417505994453283,0,0,0,0,0.18872178848105586,0,0.051741267893864774,0
MYL9,0,0.04885879157294576,0.00606730599642124,0,0,0.04002752953359698,0.07813553154245494,0,0.06259856914382696,0.10646216357576141
AZGP1,0.04685971886550606,0,0,0.05654923384291468,0,0.10605255471508103,0.14633025805286085,0.37493652183460646,0,0
MPST,0.03389765648932575,0.19823651604460468,0,0,0,0,0.22942186787930716,0.08571795471156053,0.011865087683695631,0
RPS12,0.06721504123091154,0.07582466533598917,0,0,0.19094511835504194,0,0,0.0294147976162941,0.08190603008566236,0.8575867855723848
DNAJB2,0,0,0,0.10745889674131989,0.013664032325975283,0,0.15687443114813077,0,0,0
ATP5F1A,0.7916302516528596,0,0.07288721410957298,0.041045231052092006,0.08511369822057996,0,0,0,0,0.00473743774463845
PSMA1,0,0.09208770692712764,0,0.3098958192425075,0.4268629047296351,0,0,0.026453360287907113,0,0.14512401998740024
PSMA2,0,0.2606062505677214,0,0,0.6130152118020552,0,0,0.07307594132231238,0,0.073668773375370325
PSMA3,0,0.06819949319297618,0.11221057135719925,0.18587504718843326,0.5037449282713504,0,0,0,0,0.12023441554909187
PSMA4,0,0.30048555169397473,0.01626780081707686,0,0.3932029658550736,0,0,0,0,0.00718548390245343
MSN,0,0,0.4568717302402894,0,0.1618521656407128,0,0,0,0,0.19720576930591602
DDX6,0.06078975219197525,0,0,0.16907584744702345,0.18561420592904307,0,0,0,0,0
U2AF2,0,0,0.0475359500185797,0,0.009101801231191527,0,0.19554345820701374,0,0.050085665998043205,0.0869698813690911
RPL13,0,0,0.020229036058398833,0,0,0.21582603564802416,0,0,0.03843787266380794,0.7649257540375582
IVD,0.25579817194725235,0.07060267119201503,0.05501883924907632,0,0,0,0.27047586525432865,0,0,0
S100A4,0,0,0.4555442349545118,0,0.06552111325112267,0.027781996140673976,0,0.07464781518030048,0,0.07881303192077849
HMGB2,0.15525834158451807,0.008784661585746275,0,0,0,0,0.4184856006254754,0.061249625585242884,0,0.02700777704876089
TARS1,0,0,0.3036099843246185,0,0.17402683162060714,0.059224893812938065,0,0.06144607040743751,0,0
VARS1,0,0.005026878483114088,0.3903913847052233,0,0.22468788420456554,0,0.021984398827559776,0,0,0.15837261231518723
EEF1G,0,0,0.26274386353666607,0.05590198725522043,0.21607135264898458,0.06305861749066029,0,0,0,0.22799118495075196
PLN,0.011154950851214799,0,0.0014055684139356608,0.052334058259149344,0.05463573765905462,0,0.2919459960459191,0,0,0.09487611959432567
FKBP2,0.09952529703884799,0,0.017127707328013757,0.012569916946854857,0,0.15066387303338896,0,0.09312800263604805,0.09509533594189605,0.15529803859344019
STOM,0.02671278342793634,0.02669589745185557,0,0,0,0,0.11000105988287545,0.40078750555313725,0,0
MAOB,0.35793197969722645,0.1651017650858695,0,0,0,0,0.31202192164125997,0.09804402322879463,0.11229837176556037,0
YWHAQ,0.08979330812867332,0,0.17992001706160984,0,0,0,0.29170668792025806,0.16181662476422753,0,0
MAPK3,0,0.16453764119349165,0,0.034953268559024246,0,0.14912273813103405,0.014575654843075233,0,0.08959328458241726,0.07638974808642615
RPL10,0,0.07491620678621627,0,0,0.04110446816757174,0.09624701296606648,0,0,0.021469058079450893,0.8045127722910048
RPA1,0,0.30950582440176655,0,0.10487265394689257,0,0,0.26487462963166974,0,0,0.014567246761599963
APEX1,0.09483865709613644,0,0.062229039349545816,0,0,0,0.23316623074855217,0,0.06569617662567974,0.18152180902073367
CALR,0,0,0.1527055011732538,0,0,0,0.24141230637950628,0.06255193502408125,0,0.07956788496179877
MAP4,0,0.07671455496616987,0.19439597887800605,0.16356917306770002,0.08006021951905849,0,0,0,0,0.17618661337728264
CANX,0.0029196446546340777,0.026914096710619503,0.3537427361734204,0,0.1730793363014045,0,0.05325532320746681,0,0,0.04490916292643637
PSMA5,0,0.18457849202581303,0,0,0.46035558037687485,0,0.021836212772192887,0.14149669857747105,0,0.16263165083544676
PSMB4,0,0.028920123350177497,0,0.22423711186143291,0.34056011250273444,0,0.11178793253056546,0,0,0.05383698780782581
PSMB6,0,0.212282240633657,0,0,0.6365533223870935,0,0.04544138658467749,0,0,0.02653029916211207
PSMB5,0,0.21266093108575318,0,0,0.618771956846327,0,0.04721125754701743,0,0,0
GSTM2,0,0.12098015432837225,0,0.1252869838231455,0,0,0,0.07285631513745282,0.0051537930103467125,0.07452917163484066
TMOD1,0,0.002329555288220592,0,0,0,0.8058292000147947,0,0,0.011873542737560408,0.18917207943866232
NDUFS1,0.4610826647000897,0.07048237319013564,0,0,0,0.04434672946467282,0,0,1.3856723535870785,0.045555231548116575
MAPK1,0,0.25972019073349445,0.1555320036762637,0,0.17978563327412012,0.022556997580458076,0,0,0,0.0787633064433022
RBL1,0,0,0.12447747656685347,0.1078972814806431,0,0.07585150801665871,0,0,0.019534045586702756,0.2823136849941995
LAP3,0.213785064762281,0.08173838424642302,0.2346030181461164,0,0.0445931939520571,0.002417118324476725,0,0.0445288104632876,0,0
CD38,0,0.28761324256070725,0,0,0.14573703984275305,0,0,0,0,0
TPP2,0,0.1903773447774055,0,0,0.14680423455801575,0,0.1065284925281288,0,0,0
IMPA1,0.11447061907841541,0.0667941505767989,0,0.1345673791393085,0.21947329524231365,0.1986758356293604,0,0.010727457780434456,0,0
EPHA2,0.02140847313716704,0.02875905240162316,0,0,0.11941887413572952,0,0,0.41240397151533287,0,0
COL4A5,0,0.06135158977612181,0,0,0,0.617258320536213,0.027587771728584905,0,0.022275135747041444,0.0614611919269497
TKT,0,0,0.20249413809911843,0.11275128449820032,0,0,0.17427394046680883,0.3088662581433808,0,0
EEF1D,0,0,0.24920129181956735,0,0.41916070863209703,0,0,0,0,0.12063694805818664
MARCKS,0.0468360468396424,0,0.3417518106257285,0,0,0,0.14821138590959917,0.17282303983459565,0,0.019691609001096285
GNA11,0,0,0,0.3545868260688018,0,0.21689170220290802,0,0,0.05482671428391251,0
ALDH4A1,0.2243233204656509,0,0.13663226945209067,0.1544496204791832,0,0,0.2658421655581212,0.04105422053970207,0.01383865666905351,0
ERP29,0.1600640364841817,0,0.09221625074567345,0,0,0,0.050115477366144245,0.12728510670448648,0.1876900094714848,0.13809114799384964
PRDX6,0,0.34981398377571354,0,0,0,0,0.38180128148488246,0.1113804401019091,0,0
BLVRB,0,0.3650934161430141,0,0,0.01554597776723983,0,0.1352734229382065,0.41152177673814383,0,0
PRDX5,0.15635427667021531,0,0.24301324616927047,0,0,0,0,0.04505978761059125,0,0.009128662596531745
DDT,0,0.016869799703767948,0.09575812991841416,0.31540189219838105,0,0,0,0.06876935527970622,0,0.05289349691946921
PRDX3,0.3098148824474879,0,0.19866181170382116,0.07446172752790035,0,0,0.0528104303950495,0,0,0.2581192050781616
ATP5F1D,0.3170467909069604,0.06823091274637293,0,0,0.308343212809756,0,0,0.05734337146788189,0,0
RPL12,0.013033598135045735,0,0.061955343269849514,0,0,0.02047620354372872,0,1.6703910080451923e-4,0,0.9453213666371562
ECHS1,0.5571385295076754,0.19111533751984638,0.02797069282447594,0,0.03186834160206278,0,0.158199022983298,0.06329495934321319,0,0
CMPK1,0.0024466187583059517,0,0.05099719766244102,0.5210186783757234,0,0.02186060897580774,0,0.01178315271518969,0,0
PEBP1,0,0.24326492906898028,0,0.18278764636358963,0.03838679667297441,0,0.23596315884185318,0.08038130644139163,0,0
PDIA3,0,0.005346317425285531,0.2797929515929491,0,0.12342826567268844,0.06377420764044296,0,0.15752272981767051,0,0.10498630850194521
PPP2R1A,0,0,0.2628229591811236,0.13033487021362125,0,0,0.2738532077642244,0.029617436424687647,0,0.05253612857123066
PPIF,0.5053283716874863,0,0,0,0,0,0.03281062636865161,0,0.04840622768212,0
NMT1,0,0.0780995693947447,0,0,0.07719813849111437,0,0,0,0.11566421390009411,0.27737689336968524
ADSS2,0,0.31536587664651494,0,0.05596455816032802,0.026325178788067376,0.24119686242111177,0,0.07519460539502913,4.991578480542596e-4,0
LRPAP1,0.002408011244778142,0.23341771012362938,0,0,0,0,0.3009513359790159,0.1140016422643464,0.06776533388968274,0
TSPO,0.3156112413457246,0,0.012798149190250374,0,0.20751898696907886,0.04450627944622886,0,0.017843149982923117,0,0
ADSL,0,0.2518580417880735,0,0.311711139090796,0.18338851710720325,0.18622359794647822,0,0.006669214056275994,0,0
CLIP1,0,0,0.14077261762572282,0.3601278659343375,0.09759126821019916,0,0,0,0,0.032043171563571476
SRI,0.055134582133256456,0,0.06765220329302456,0.07609135646853045,0,0,0.26489352994281445,0.14004527867080138,0,0
SERPINB1,0,0,0.13305845202332164,0.13402659261932626,0.11968604136993106,0,0.09868562992373342,0.14343621095319684,0,0
ALDH1B1,0.0996111681965049,0,0.34377051608877157,0,0.23458180788005173,0,0,0,0,0.21157226021763822
SDHA,0.6616217864127503,0.1168938534894174,0.024079778604631504,0,0.22182077568343422,0,0.03445760575941126,0.011041081664921048,0,0
GDI1,0,0.18012630730886237,0,0.2364008024028407,0,0.015491457851346585,0.32915706892117014,0,0,0
MAT2A,0,0.10441883413789366,0,0.11183851464992507,0.09404682989064463,0.14556038719167663,0,0,0,0
CASQ1,0,0.3471204430567314,0,0,0.3254625638793559,0,0,0.03227695242802146,0,0.20756694316739163
DNAJA1,0,0.021152938089984148,0.18828697763813015,0.0021504387140140963,0,0,0.17880488472701989,0.021920882198687718,0,0.06520929035267903
AKT2,0.04167145194099515,0,0.2531062756950401,0.11141373385341602,0,0.1436847758834253,0,0.07039916383247259,0,0
