pathway,LV1,LV2,LV3,LV4,LV5,LV6,LV7,LV8,LV9,LV10
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_DCTN1_TO_RETROGRADE_AXONAL_TRANSPORT,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_ANTEROGRADE_AXONAL_TRANSPORT,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_ELECTRON_TRANSFER_IN_COMPLEX_III,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_RETROGRADE_AXONAL_TRANSPORT,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_TRANSPORT_OF_CALCIUM,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_PSEN1_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_PSEN_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ANTEROGRADE_AXONAL_TRANSPORT,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I,0,0,0,0,0,0,0,0,0.18768848554906117,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_VGCC_CA2_APOPTOTIC_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_RETROGRADE_AXONAL_TRANSPORT,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_TDP43_TO_ELECTRON_TRANSFER_IN_COMPLEX_I,0,0,0,0,0,0,0,0,0.10313778995989817,0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATP1A1_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATP2B3_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_FGF17_TO_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_OPTN_TO_PINK_PARKIN_MEDIATED_AUTOPHAGOSOME_FORMATION,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_P62_TO_PINK_PARKIN_MEDIATED_AUTOPHAGOSOME_FORMATION,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PINK1_TO_ELECTRON_TRANSFER_IN_COMPLEX_I,0,0,0,0,0,0,0,0,0.06811736893628155,0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_SIGMAR1_TO_CA2_APOPTOTIC_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_UBQLN2_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_OLIGOMERIC_CONFORMATION_PRPC_TO_ANTEROGRADE_AXONAL_TRANSPORT,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_RET_FUSION_KINASE_TO_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_TRANSPORT_OF_CALCIUM,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_TRK_FUSION_KINASE_TO_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
HALLMARK_ADIPOGENESIS,0,0,0,0,0,0,0,0,0,0
HALLMARK_ALLOGRAFT_REJECTION,0,0,0,0,0,0,0,0,0,0
HALLMARK_ANDROGEN_RESPONSE,0,0,0,0,0,0,0,0,0,0
HALLMARK_ANGIOGENESIS,0,0,0,0,0,0,0,0,0,0
HALLMARK_APICAL_JUNCTION,0,0,0,0,0,0,0,0,0,0
HALLMARK_APOPTOSIS,0,0,0,0,0,0,0,0,0,0
HALLMARK_BILE_ACID_METABOLISM,0,0,0,0,0,0,0,0,0,0
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0,0,0,0,0,0,0,0,0,0
HALLMARK_COAGULATION,0,0,0,0,0,0,0,0,0,0
HALLMARK_COMPLEMENT,0,0,0,0,0,0,0,0,0,0
HALLMARK_DNA_REPAIR,0,0,0,0,0,0,0,0,0,0
HALLMARK_E2F_TARGETS,0,0,0,0,0,0,0,0,0,0
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0,0,0,0,0,0,0,0,0,0
HALLMARK_ESTROGEN_RESPONSE_EARLY,0,0,0,0,0,0,0,0,0,0
HALLMARK_ESTROGEN_RESPONSE_LATE,0,0,0,0,0,0,0,0,0,0
HALLMARK_FATTY_ACID_METABOLISM,0,0,0,0,0,0,0,0,0,0
HALLMARK_G2M_CHECKPOINT,0,0,0,0,0,0,0,0,0,0
HALLMARK_GLYCOLYSIS,0,0,0,0,0,0,0,0,0,0
HALLMARK_HEME_METABOLISM,0,0,0,0,0,0,0,0.09178078889537633,0,0
HALLMARK_HYPOXIA,0,0,0,0,0,0,0,0,0,0
HALLMARK_IL2_STAT5_SIGNALING,0,0,0,0,0,0,0,0,0,0
HALLMARK_IL6_JAK_STAT3_SIGNALING,0,0,0,0,0,0,0,0,0,0
HALLMARK_INFLAMMATORY_RESPONSE,0,0,0,0,0,0,0,0,0,0
HALLMARK_INTERFERON_ALPHA_RESPONSE,0,0,0,0,0,0,0,0,0,0
HALLMARK_INTERFERON_GAMMA_RESPONSE,0,0,0,0,0,0,0,0,0,0
HALLMARK_KRAS_SIGNALING_DN,0,0,0,0,0,0,0,0,0,0
HALLMARK_KRAS_SIGNALING_UP,0,0,0,0,0,0,0,0,0,0
HALLMARK_MITOTIC_SPINDLE,0,0,0,0,0,0,0,0,0,0
HALLMARK_MTORC1_SIGNALING,0,0,0,0,0,0,0,0,0,0
HALLMARK_MYC_TARGETS_V1,0,0,0,0,0,0,0,0,0,0
HALLMARK_MYC_TARGETS_V2,0,0,0,0,0,0,0,0,0,0
HALLMARK_MYOGENESIS,0,0,0,0,0,0.12879288926775165,0,0,0,0
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.22144697356505372,0,0,0,0,0,0,0,0.0014426323934091055,0
HALLMARK_P53_PATHWAY,0,0,0,0,0,0,0,0,0,0
HALLMARK_PEROXISOME,0,0,0,0,0,0,0,0,0,0
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0,0,0,0,0,0,0,0,0,0
HALLMARK_PROTEIN_SECRETION,0,0,0,0,0,0,0,0,0,0
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0,0,0,0,0,0,0,0,0,0
HALLMARK_SPERMATOGENESIS,0,0,0,0,0,0,0,0,0,0
HALLMARK_TGF_BETA_SIGNALING,0,0,0,0,0,0,0,0,0,0
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0,0,0,0,0,0,0,0,0,0
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0,0,0,0,0,0,0,0,0,0
HALLMARK_UV_RESPONSE_DN,0,0,0,0,0,0,0,0,0,0
HALLMARK_UV_RESPONSE_UP,0,0,0,0,0,0,0,0,0,0
HALLMARK_XENOBIOTIC_METABOLISM,0,0,0,0,0,0,0,0,0,0
