pathway,pval,padj,foldEnrichment,overlap,size,database,odds_ratio,dedup_status,merged_into,overlap_jaccard,module,Description,geneID,Count,p.adjust,ID
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3,2.329279981636218e-6,2.2728125881420064e-5,3.629365808823529,15,32,Reactome,6.238269626916915,kept,NA,NA,blue,Transcriptional Regulation By Runx3,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,2.2728125881420064e-5,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3
REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY,2.5563282038590345e-6,2.3518219475503114e-5,3.441176470588235,16,36,Reactome,5.66875,kept,NA,NA,blue,Regulation Of Runx2 Expression And Activity,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8/STUB1,16,2.3518219475503114e-5,REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY
REACTOME_SPOP_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274,2.5563282038590345e-6,2.3518219475503114e-5,3.441176470588235,16,36,Reactome,5.66875,redundant,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.72,blue,Spop Mediated Proteasomal Degradation Of Pd L1 Cd274,ADRM1/CSNK2B/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,16,2.3518219475503114e-5,REACTOME_SPOP_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,3.5171753847073937e-6,2.7806294692765285e-5,3.002250900360144,19,49,Reactome,4.515942028985507,kept,NA,NA,blue,Antigen Processing Cross Presentation,ADRM1/PDIA3/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8/PSME1/PSME2/SEC22B,19,2.7806294692765285e-5,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION
REACTOME_ANTIMICROBIAL_MECHANISM_OF_IFN_STIMULATED_GENES,3.5171753847073937e-6,2.7806294692765285e-5,3.002250900360144,19,49,Reactome,4.515942028985507,kept,NA,NA,blue,Antimicrobial Mechanism Of Ifn Stimulated Genes,ABCE1/EIF4G2/FLNA/FLNB/GBP2/HSPA1A/HSPA2/HSPA8/KPNA1/KPNA3/KPNA4/KPNB1/MAPT/PPP2R1A/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6,19,2.7806294692765285e-5,REACTOME_ANTIMICROBIAL_MECHANISM_OF_IFN_STIMULATED_GENES
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,3.779411098103812e-6,2.7806294692765285e-5,3.5193850267379676,15,33,Reactome,5.8884565499351496,kept,NA,NA,blue,Apc C Cdh1 Mediated Degradation Of Cdc20 And Other Apc C Cdh1 Targeted Proteins In Late Mitosis Early G1,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,2.7806294692765285e-5,REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6,3.779411098103812e-6,2.7806294692765285e-5,3.5193850267379676,15,33,Reactome,5.8884565499351496,redundant,REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,0.8059701492537313,blue,Cdk Mediated Phosphorylation And Removal Of Cdc6,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,2.7806294692765285e-5,REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6
REACTOME_DEGRADATION_OF_DVL,3.779411098103812e-6,2.7806294692765285e-5,3.5193850267379676,15,33,Reactome,5.8884565499351496,redundant,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.75,blue,Degradation Of Dvl,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,2.7806294692765285e-5,REACTOME_DEGRADATION_OF_DVL
REACTOME_HEDGEHOG_ON_STATE,3.779411098103812e-6,2.7806294692765285e-5,3.5193850267379676,15,33,Reactome,5.8884565499351496,redundant,REACTOME_SIGNALING_BY_HEDGEHOG,0.5328467153284672,blue,Hedgehog On State,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,2.7806294692765285e-5,REACTOME_HEDGEHOG_ON_STATE
REACTOME_METABOLISM_OF_POLYAMINES,3.779411098103812e-6,2.7806294692765285e-5,3.5193850267379676,15,33,Reactome,5.8884565499351496,kept,NA,NA,blue,Metabolism Of Polyamines,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,2.7806294692765285e-5,REACTOME_METABOLISM_OF_POLYAMINES
REACTOME_UBIQUITIN_DEPENDENT_DEGRADATION_OF_CYCLIN_D,3.779411098103812e-6,2.7806294692765285e-5,3.5193850267379676,15,33,Reactome,5.8884565499351496,redundant,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.8372093023255814,blue,Ubiquitin Dependent Degradation Of Cyclin D,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,2.7806294692765285e-5,REACTOME_UBIQUITIN_DEPENDENT_DEGRADATION_OF_CYCLIN_D
REACTOME_DNA_REPLICATION,3.7996179083281755e-6,2.7806294692765285e-5,3.097058823529412,18,45,Reactome,4.742782152230971,redundant,REACTOME_DNA_REPLICATION_PRE_INITIATION,0.8097826086956522,blue,DNA Replication,ADRM1/KPNA1/KPNA6/KPNB1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,18,2.7806294692765285e-5,REACTOME_DNA_REPLICATION
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2,3.973978764953059e-6,2.8436025829219667e-5,3.2103658536585367,17,41,Reactome,5.027777777777778,redundant,REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY,0.5566037735849056,blue,Transcriptional Regulation By Runx2,ADRM1/LGALS3/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8/STUB1,17,2.8436025829219667e-5,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,5.018460560954608e-6,3.502803210337125e-5,2.942205882352941,19,50,Reactome,4.367843937268902,redundant,REACTOME_PCP_CE_PATHWAY,0.5939849624060151,blue,Beta Catenin Independent Wnt Signaling,ADRM1/AP2A1/AP2B1/CLTB/PFN1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,19,3.502803210337125e-5,REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1,5.907117594395283e-6,3.502803210337125e-5,3.1339285714285716,17,42,Reactome,4.824,kept,NA,NA,blue,Transcriptional Regulation By Runx1,ADRM1/CSNK2B/LGALS3/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,17,3.502803210337125e-5,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1
REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS,5.985810609304756e-6,3.502803210337125e-5,3.415873702422145,15,34,Reactome,5.575465902109359,redundant,REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,0.8115942028985508,blue,Activation Of Apc C And Apc C Cdc20 Mediated Degradation Of Mitotic Proteins,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,3.502803210337125e-5,REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,5.985810609304756e-6,3.502803210337125e-5,3.415873702422145,15,34,Reactome,5.575465902109359,redundant,REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,0.7941176470588235,blue,Activation Of Nf Kappab In B Cells,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,3.502803210337125e-5,REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS
REACTOME_FBXL7_DOWN_REGULATES_AURKA_DURING_MITOTIC_ENTRY_AND_IN_EARLY_MITOSIS,5.985810609304756e-6,3.502803210337125e-5,3.415873702422145,15,34,Reactome,5.575465902109359,redundant,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.782608695652174,blue,Fbxl7 Down Regulates Aurka During Mitotic Entry And In Early Mitosis,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,3.502803210337125e-5,REACTOME_FBXL7_DOWN_REGULATES_AURKA_DURING_MITOTIC_ENTRY_AND_IN_EARLY_MITOSIS
REACTOME_REGULATION_OF_APOPTOSIS,5.985810609304756e-6,3.502803210337125e-5,3.415873702422145,15,34,Reactome,5.575465902109359,redundant,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.8181818181818182,blue,Regulation Of Apoptosis,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,3.502803210337125e-5,REACTOME_REGULATION_OF_APOPTOSIS
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS,5.985810609304756e-6,3.502803210337125e-5,3.415873702422145,15,34,Reactome,5.575465902109359,redundant,REACTOME_DNA_REPLICATION_PRE_INITIATION,0.5588235294117647,blue,Runx1 Regulates Transcription Of Genes Involved In Differentiation Of Hscs,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,3.502803210337125e-5,REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1,5.985810609304756e-6,3.502803210337125e-5,3.415873702422145,15,34,Reactome,5.575465902109359,redundant,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.782608695652174,blue,Scf Beta Trcp Mediated Degradation Of Emi1,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,3.502803210337125e-5,REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21,5.985810609304756e-6,3.502803210337125e-5,3.415873702422145,15,34,Reactome,5.575465902109359,redundant,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.6666666666666666,blue,Scf Skp2 Mediated Degradation Of P27 P21,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,3.502803210337125e-5,REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,6.091831670151521e-6,3.502803210337125e-5,3.2600619195046443,16,38,Reactome,5.1477272727272725,kept,NA,NA,blue,Abc Family Proteins Mediated Transport,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8/VCP,16,3.502803210337125e-5,REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT
REACTOME_UCH_PROTEINASES,6.091831670151521e-6,3.502803210337125e-5,3.2600619195046443,16,38,Reactome,5.1477272727272725,kept,NA,NA,blue,Uch Proteinases,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8/UCHL1,16,3.502803210337125e-5,REACTOME_UCH_PROTEINASES
REACTOME_PTEN_REGULATION,8.644073877627225e-6,4.264867194099097e-5,3.061046511627907,17,43,Reactome,4.635897435897436,kept,NA,NA,blue,Pten Regulation,ADRM1/CSNK2B/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8/STUB1,17,4.264867194099097e-5,REACTOME_PTEN_REGULATION
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,9.140987932349996e-6,4.264867194099097e-5,3.1764705882352944,16,39,Reactome,4.921195652173913,kept,NA,NA,blue,Degradation Of Beta Catenin By The Destruction Complex,ADRM1/PPP2R1A/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,16,4.264867194099097e-5,REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX
REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,9.27145042195456e-6,4.264867194099097e-5,3.3182773109243695,15,35,Reactome,5.293774319066148,kept,NA,NA,blue,Cyclin A Cdk2 Associated Events At S Phase Entry,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,4.264867194099097e-5,REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,9.27145042195456e-6,4.264867194099097e-5,3.3182773109243695,15,35,Reactome,5.293774319066148,redundant,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.6792452830188679,blue,Dectin 1 Mediated Noncanonical Nf Kb Signaling,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,4.264867194099097e-5,REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING
REACTOME_DEGRADATION_OF_CRY_AND_PER_PROTEINS,9.27145042195456e-6,4.264867194099097e-5,3.3182773109243695,15,35,Reactome,5.293774319066148,redundant,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.6923076923076923,blue,Degradation Of Cry And Per Proteins,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,4.264867194099097e-5,REACTOME_DEGRADATION_OF_CRY_AND_PER_PROTEINS
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,9.27145042195456e-6,4.264867194099097e-5,3.3182773109243695,15,35,Reactome,5.293774319066148,redundant,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.7058823529411765,blue,Degradation Of Gli1 By The Proteasome,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,4.264867194099097e-5,REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS,9.27145042195456e-6,4.264867194099097e-5,3.3182773109243695,15,35,Reactome,5.293774319066148,kept,NA,NA,blue,G1 S DNA Damage Checkpoints,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,4.264867194099097e-5,REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,9.27145042195456e-6,4.264867194099097e-5,3.3182773109243695,15,35,Reactome,5.293774319066148,redundant,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.75,blue,Negative Regulation Of Notch4 Signaling,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,4.264867194099097e-5,REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN,9.27145042195456e-6,4.264867194099097e-5,3.3182773109243695,15,35,Reactome,5.293774319066148,redundant,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.5806451612903226,blue,Orc1 Removal From Chromatin,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,4.264867194099097e-5,REACTOME_ORC1_REMOVAL_FROM_CHROMATIN
REACTOME_REGULATION_OF_RAS_BY_GAPS,9.27145042195456e-6,4.264867194099097e-5,3.3182773109243695,15,35,Reactome,5.293774319066148,redundant,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.6101694915254238,blue,Regulation Of Ras By Gaps,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,4.264867194099097e-5,REACTOME_REGULATION_OF_RAS_BY_GAPS
REACTOME_SIGNALING_BY_NOTCH4,9.27145042195456e-6,4.264867194099097e-5,3.3182773109243695,15,35,Reactome,5.293774319066148,kept,NA,NA,blue,Signaling By Notch4,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,4.264867194099097e-5,REACTOME_SIGNALING_BY_NOTCH4
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY,9.27145042195456e-6,4.264867194099097e-5,3.3182773109243695,15,35,Reactome,5.293774319066148,kept,NA,NA,blue,Tnfr2 Non Canonical Nf Kb Pathway,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,4.264867194099097e-5,REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY
REACTOME_UBIQUITIN_MEDIATED_DEGRADATION_OF_PHOSPHORYLATED_CDC25A,9.27145042195456e-6,4.264867194099097e-5,3.3182773109243695,15,35,Reactome,5.293774319066148,redundant,REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS,0.7611940298507462,blue,Ubiquitin Mediated Degradation Of Phosphorylated Cdc25a,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,4.264867194099097e-5,REACTOME_UBIQUITIN_MEDIATED_DEGRADATION_OF_PHOSPHORYLATED_CDC25A
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G,9.27145042195456e-6,4.264867194099097e-5,3.3182773109243695,15,35,Reactome,5.293774319066148,redundant,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.8,blue,Vif Mediated Degradation Of Apobec3g,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,4.264867194099097e-5,REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G
REACTOME_REGULATION_OF_PD_L1_CD274_POST_TRANSLATIONAL_MODIFICATION,9.86332039272719e-6,4.4732241781100774e-5,2.829044117647059,19,52,Reactome,4.098574679602348,kept,NA,NA,blue,Regulation Of Pd L1 Cd274 Post Translational Modification,ADRM1/CSNK2B/PRKAA2/PRKAG1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8/VCP,19,4.4732241781100774e-5,REACTOME_REGULATION_OF_PD_L1_CD274_POST_TRANSLATIONAL_MODIFICATION
REACTOME_CELL_CYCLE_CHECKPOINTS,1.1675447783661522e-5,5.2215197032486254e-5,2.508181441590721,23,71,Reactome,3.4369143239625166,kept,NA,NA,blue,Cell Cycle Checkpoints,ADRM1/CLIP1/DYNC1H1/DYNC1I2/DYNC1LI1/MAPRE1/NUDC/PPP2R1A/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8/YWHAB,23,5.2215197032486254e-5,REACTOME_CELL_CYCLE_CHECKPOINTS
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,1.2464147651591577e-5,5.497884306592449e-5,2.9914772727272725,17,44,Reactome,4.461728395061728,kept,NA,NA,blue,Mhc Class Ii Antigen Presentation,AP1B1/AP2A1/AP2B1/CANX/DCTN5/DCTN6/DYNC1H1/DYNC1I2/DYNC1LI1/KIF5B/KLC1/SEC31A/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6,17,5.497884306592449e-5,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION
REACTOME_REGULATION_OF_CDH1_FUNCTION,1.3482200189300867e-5,5.866579001290378e-5,3.097058823529412,16,40,Reactome,4.713541666666667,kept,NA,NA,blue,Regulation Of Cdh1 Function,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8/VCL,16,5.866579001290378e-5,REACTOME_REGULATION_OF_CDH1_FUNCTION
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,1.406796629202276e-5,5.882967722118609e-5,3.22610294117647,15,36,Reactome,5.038910505836576,redundant,REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,0.8133333333333334,blue,Apc C Mediated Degradation Of Cell Cycle Proteins,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,5.882967722118609e-5,REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS
REACTOME_GSK3B_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274,1.406796629202276e-5,5.882967722118609e-5,3.22610294117647,15,36,Reactome,5.038910505836576,redundant,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.75,blue,Gsk3b Mediated Proteasomal Degradation Of Pd L1 Cd274,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,5.882967722118609e-5,REACTOME_GSK3B_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274
REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE,1.406796629202276e-5,5.882967722118609e-5,3.22610294117647,15,36,Reactome,5.038910505836576,redundant,REACTOME_SYNTHESIS_OF_DNA,0.7314814814814815,blue,Switching Of Origins To A Post Replicative State,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD8,15,5.882967722118609e-5,REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE
