"pathway","pval","padj","foldEnrichment","overlap","size","overlapGenes","database","odds_ratio","quadrant","pathway_label","ID","p.adjust","GeneRatio","geneID","direction"
"REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION",5.15439960328341e-05,0.000229002610945877,2.01988155668359,25,44,NA,"Reactome",3.46615212944021,"Concordant Up","Mhc Class Ii Antigen Presentation","REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION",0.000229002610945877,"25/591","ACTR1A/AP1B1/AP1M1/AP2A1/AP2B1/AP2M1/CANX/CLTC/CTSB/DCTN1/DCTN2/DCTN4/DCTN6/DYNC1H1/DYNC1I2/DYNC1LI1/KIF5B/KLC1/SEC23A/SEC31A/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6","Concordant Up"
"REACTOME_SIGNALING_BY_NOTCH",5.15439960328341e-05,0.000229002610945877,2.01988155668359,25,44,NA,"Reactome",3.46615212944021,"Concordant Up","Signaling By Notch","REACTOME_SIGNALING_BY_NOTCH",0.000229002610945877,"25/591","ATP2A1/ATP2A3/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/RAB6A/YBX1","Concordant Up"
"REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY",7.02815538133392e-05,0.000266555649218884,2.13299492385787,21,35,NA,"Reactome",3.93684210526316,"Concordant Up","Cyclin A Cdk2 Associated Events At S Phase Entry","REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY",0.000266555649218884,"21/591","PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8","Concordant Up"
"REACTOME_L1CAM_INTERACTIONS",7.02815538133392e-05,0.000266555649218884,2.13299492385787,21,35,NA,"Reactome",3.93684210526316,"Concordant Up","L1cam Interactions","REACTOME_L1CAM_INTERACTIONS",0.000266555649218884,"21/591","ANK1/AP2A1/AP2B1/AP2M1/CLTC/CSNK2A1/CSNK2B/DPYSL2/EZR/HSPA8/MAP2K1/MAPK1/MSN/PAK1/SPTAN1/SPTBN1/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6","Concordant Up"
"REACTOME_ORC1_REMOVAL_FROM_CHROMATIN",7.02815538133392e-05,0.000266555649218884,2.13299492385787,21,35,NA,"Reactome",3.93684210526316,"Concordant Up","Orc1 Removal From Chromatin","REACTOME_ORC1_REMOVAL_FROM_CHROMATIN",0.000266555649218884,"21/591","PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8","Concordant Up"
"REACTOME_SIGNALING_BY_NOTCH4",7.02815538133392e-05,0.000266555649218884,2.13299492385787,21,35,NA,"Reactome",3.93684210526316,"Concordant Up","Signaling By Notch4","REACTOME_SIGNALING_BY_NOTCH4",0.000266555649218884,"21/591","PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8","Concordant Up"
"REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY",7.02815538133392e-05,0.000266555649218884,2.13299492385787,21,35,NA,"Reactome",3.93684210526316,"Concordant Up","Tnfr2 Non Canonical NF-kB Pathway","REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY",0.000266555649218884,"21/591","PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8","Concordant Up"
"REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS",6.80257290585426e-05,0.000266555649218884,1.96659106454981,26,47,NA,"Reactome",3.26287399915718,"Concordant Up","C Type Lectin Receptors Clrs","REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS",0.000266555649218884,"26/591","AHCYL1/CALM1/PAK1/PAK2/PRKACA/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8","Concordant Up"
"KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT",8.88550826662534e-05,0.00026656524799876,2.36999435984208,16,24,NA,"KEGG",5.22434782608696,"Concordant Up","Reference Rab7 Regulated Microtubule Minus End Directed Transport","KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT",0.00026656524799876,"16/591","ACTR1A/DCTN1/DCTN2/DCTN4/DCTN6/DYNC1H1/DYNC1I2/DYNC1LI1/DYNLRB1/DYNLT1/TUBA1B/TUBA4A/TUBB/TUBB2A/TUBB4B/TUBB6","Concordant Up"
"REACTOME_M_PHASE",7.22146960725737e-05,0.000267366315221077,1.63529610829103,46,100,NA,"Reactome",2.27577302072715,"Concordant Up","M Phase","REACTOME_M_PHASE",0.000267366315221077,"46/591","ACTR1A/CHMP4B/CHMP6/CSNK2A1/CSNK2B/DCTN1/DCTN2/DYNC1H1/DYNC1I2/DYNC1LI1/HSP90AA1/KPNB1/MAPK1/MAPRE1/PPP2CA/PPP2R1A/PRKACA/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/RPS27/TNPO1/TUBA1B/TUBA4A/TUBB/TUBB2A/TUBB4B/TUBB6","Concordant Up"
"REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR",8.05205062694018e-05,0.000291184621509116,2.04412013536379,23,40,NA,"Reactome",3.55623446561723,"Concordant Up","Downstream Signaling Events Of B Cell Receptor Bcr","REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR",0.000291184621509116,"23/591","CALM1/PPIA/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8","Concordant Up"
"REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION",8.61204199314638e-05,0.000307855754007876,2.15454032712916,20,33,NA,"Reactome",4.03340967263909,"Concordant Up","Neurotransmitter Receptors And Postsynaptic Signal Transmission","REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION",0.000307855754007876,"20/591","AP2A1/AP2B1/AP2M1/CALM1/CAMK2B/CAMK2D/MAPK1/MAPT/MYO6/NSF/PRKAA1/PRKAA2/PRKAB2/PRKACA/PRKAG1/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6","Concordant Up"
"REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS",9.40331507795934e-05,0.000332321703323336,1.8057099884511,32,63,NA,"Reactome",2.73114432454267,"Concordant Up","Intracellular Signaling By Second Messengers","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS",0.000332321703323336,"32/591","AHCYL1/CALM1/CAMK2B/CAMK2D/CSNK2A1/CSNK2B/LAMTOR2/MAPK1/PPP2CA/PPP2R1A/PRKACA/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8","Concordant Up"
"REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES",0.000101327555744086,0.000346930813519975,2.4238578680203,15,22,NA,"Reactome",5.59151785714286,"Concordant Up","Recruitment Of Numa To Mitotic Centrosomes","REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES",0.000346930813519975,"15/591","ACTR1A/DCTN1/DCTN2/DYNC1H1/DYNC1I2/HSP90AA1/MAPRE1/PPP2R1A/PRKACA/TUBA1B/TUBA4A/TUBB/TUBB2A/TUBB4B/TUBB6","Concordant Up"
"REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA",0.000100366187327233,0.000346930813519975,2.05815299670496,22,38,NA,"Reactome",3.61028119507909,"Concordant Up","Cellular Response To Hypoxia","REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA",0.000346930813519975,"22/591","CUL2/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8","Concordant Up"
"REACTOME_KEAP1_NFE2L2_PATHWAY",0.000101513517782372,0.000346930813519975,1.83878872746368,30,58,NA,"Reactome",2.83040488922842,"Concordant Up","Keap1 Nfe2l2 Pathway","REACTOME_KEAP1_NFE2L2_PATHWAY",0.000346930813519975,"30/591","CSNK2A1/CSNK2B/DPP3/GSR/PGD/PRKAA2/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/TKT/UFD1/VCP","Concordant Up"
"REACTOME_RECYCLING_PATHWAY_OF_L1",0.000122274834907022,0.000408660333897725,2.56749388982892,13,18,NA,"Reactome",6.76989619377163,"Concordant Up","Recycling Pathway Of L1","REACTOME_RECYCLING_PATHWAY_OF_L1",0.000408660333897725,"13/591","AP2A1/AP2B1/AP2M1/CLTC/DPYSL2/EZR/MAPK1/MSN/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6","Concordant Up"
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2",0.000135635519173887,0.000439402567323737,1.99426354669638,23,41,NA,"Reactome",3.35641627543036,"Concordant Up","Transcriptional Regulation By Runx2","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2",0.000439402567323737,"23/591","LGALS3/MAPK1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8","Concordant Up"
"REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT",0.000138744258644505,0.000444839839571557,1.93206061943647,25,46,NA,"Reactome",3.13183577317853,"Concordant Up","Tcf Dependent Signaling In Response To Wnt","REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT",0.000444839839571557,"25/591","CSNK2A1/CSNK2B/PPP2CA/PPP2R1A/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8","Concordant Up"
"REACTOME_NEURONAL_SYSTEM",0.000172630074297689,0.000547836256189606,1.88632204150696,26,49,NA,"Reactome",2.97514428626395,"Concordant Up","Neuronal System","REACTOME_NEURONAL_SYSTEM",0.000547836256189606,"26/591","AP2A1/AP2B1/AP2M1/CALM1/CAMK2B/CAMK2D/COMT/DBNL/EPB41/FLOT1/HSPA8/MAPK1/MAPT/MYO6/NSF/PRKAA1/PRKAA2/PRKAB2/PRKACA/PRKAG1/RTN3/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6","Concordant Up"
"REACTOME_DNA_REPLICATION",0.000278042029424309,0.000848796341101139,1.89599548787366,24,45,NA,"Reactome",3.00125976316453,"Concordant Up","DNA Replication","REACTOME_DNA_REPLICATION",0.000848796341101139,"24/591","KPNA1/KPNB1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/SSBP1","Concordant Up"
"REACTOME_RHO_GTPASE_EFFECTORS",0.000278383365891692,0.000848796341101139,1.68141491745553,35,74,NA,"Reactome",2.37433130418742,"Concordant Up","Rho Gtpase Effectors","REACTOME_RHO_GTPASE_EFFECTORS",0.000848796341101139,"35/591","ACTR2/ACTR3/ARPC1B/ARPC4/ARPC5/CALM1/CFL1/CTTN/DYNC1H1/DYNC1I2/DYNC1LI1/FLNA/IQGAP1/KIF5B/KLC1/MAPK1/MAPRE1/MYH9/PAK1/PAK2/PFN2/PPP1CB/PPP2CA/PPP2R1A/RPS27/S100A8/S100A9/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6/YWHAB/YWHAH/YWHAQ","Concordant Up"
"REACTOME_TCR_SIGNALING",0.000352766178454131,0.00103500265565316,1.90150710266399,23,43,NA,"Reactome",3.01672535211268,"Concordant Up","Tcr Signaling","REACTOME_TCR_SIGNALING",0.00103500265565316,"23/591","PAK1/PAK2/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8","Concordant Up"
"REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS",0.000429197938074454,0.00124748185739397,2.22186971235195,15,24,NA,"Reactome",4.3431712962963,"Concordant Up","Activation Of Nmda Receptors And Postsynaptic Events","REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS",0.00124748185739397,"15/591","CALM1/CAMK2B/CAMK2D/MAPK1/MAPT/PRKAA1/PRKAA2/PRKAB2/PRKACA/PRKAG1/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6","Concordant Up"
"REACTOME_INTERLEUKIN_1_SIGNALING",0.000546958664845226,0.00154640131606241,1.8582910321489,23,44,NA,"Reactome",2.87114352783367,"Concordant Up","Interleukin 1 Signaling","REACTOME_INTERLEUKIN_1_SIGNALING",0.00154640131606241,"23/591","MAP2K1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/USP14","Concordant Up"
"REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND",0.000562437232470769,0.00156204204910507,1.98661291927939,19,34,NA,"Reactome",3.31060606060606,"Concordant Up","Hsp90 Chaperone Cycle For Steroid Hormone Receptors Shr In The Presence Of Ligand","REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND",0.00156204204910507,"19/591","ACTR1A/DCTN1/DCTN2/DCTN4/DCTN6/DNAJA1/DNAJA2/DNAJA4/DYNC1H1/DYNC1I2/DYNC1LI1/HSP90AA1/HSP90AB1/HSPA8/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6","Concordant Up"
"REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES",0.000592637674447054,0.00160269840654812,1.77749576988156,26,52,NA,"Reactome",2.62654867256637,"Concordant Up","Ub Specific Processing Proteases","REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES",0.00160269840654812,"26/591","PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/UFD1/USP14/USP15/USP5/USP9X","Concordant Up"
"REACTOME_G2_M_CHECKPOINTS",0.000650069678949555,0.00174285922545958,1.81531482881521,24,47,NA,"Reactome",2.73659995399126,"Concordant Up","G2 M Checkpoints","REACTOME_G2_M_CHECKPOINTS",0.00174285922545958,"24/591","PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/YWHAB/YWHAH/YWHAQ","Concordant Up"
"HALLMARK_MYC_TARGETS_V1",6.86692156264338e-05,0.00247209176255162,1.55530879864636,56,128,NA,"Hallmark",2.09055036344756,"Concordant Up","MYC Targets V1","HALLMARK_MYC_TARGETS_V1",0.00247209176255162,"56/591","ABCE1/CANX/CCT2/CCT3/CCT4/CCT5/CCT7/EEF1B2/EIF1AX/EIF2S1/EIF2S2/EIF3J/ETF1/FAM120A/GSPT1/HNRNPR/HPRT1/HSP90AB1/HSPD1/HSPE1/KPNB1/LDHA/MRPS18B/NAP1L1/NME1/PA2G4/PGK1/PPIA/PRDX3/PRDX4/PSMA1/PSMA2/PSMA4/PSMA6/PSMA7/PSMB3/PSMC4/PSMC6/PSMD1/PSMD14/PSMD8/RPL14/RPL18/RPL6/RPLP0/RPS2/RPS3/RPS6/RUVBL2/SLC25A3/SRM/SSBP1/TARDBP/TCP1/TUFM/YWHAQ","Concordant Up"
"REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING",0.00120238926256591,0.00306510705457375,2.20070904842478,13,21,NA,"Reactome",4.2227508650519,"Concordant Up","Cooperation Of Prefoldin And Tric Cct In Actin And Tubulin Folding","REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING",0.00306510705457375,"13/591","CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/TCP1/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6","Concordant Up"
"REACTOME_S_PHASE",0.00134482342524025,0.00338656582471005,1.82084932524452,21,41,NA,"Reactome",2.74473684210526,"Concordant Up","S Phase","REACTOME_S_PHASE",0.00338656582471005,"21/591","PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8","Concordant Up"
"REACTOME_PROTEIN_FOLDING",0.00232444295307362,0.00573731554290393,1.88858925549915,17,32,NA,"Reactome",2.95180023228804,"Concordant Up","Protein Folding","REACTOME_PROTEIN_FOLDING",0.00573731554290393,"17/591","CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/CSNK2A1/CSNK2B/GAPDHS/TBCB/TCP1/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6","Concordant Up"
"REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS",0.00272827457813092,0.00657746816898229,2.13299492385787,12,20,NA,"Reactome",3.89119170984456,"Concordant Up","Fcgamma Receptor Fcgr Dependent Phagocytosis","REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS",0.00657746816898229,"12/591","ACTR2/ACTR3/AHCYL1/ARPC1B/ARPC4/ARPC5/CFL1/HSP90AA1/HSP90AB1/MAPK1/MYH9/PAK1","Concordant Up"
"REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS",0.00272827457813092,0.00657746816898229,2.13299492385787,12,20,NA,"Reactome",3.89119170984456,"Concordant Up","Potential Therapeutics For Sars","REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS",0.00657746816898229,"12/591","AP2A1/AP2B1/AP2M1/ATP1A1/ATP1A2/ATP1B1/COMT/FNTA/FXYD1/HSP90AA1/HSP90AB1/TUBB","Concordant Up"
"REACTOME_NEDDYLATION",0.00315175790683169,0.00753997468480504,1.5521794046853,31,71,NA,"Reactome",2.034375,"Concordant Up","Neddylation","REACTOME_NEDDYLATION",0.00753997468480504,"31/591","COMMD7/CUL2/DCAF8/DCUN1D1/DDB1/DPP3/KLHL41/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/UCHL3/UFD1/VCP","Concordant Up"
"REACTOME_APOPTOTIC_EXECUTION_PHASE",0.0033770056229243,0.00801716602083554,2.17249482985524,11,18,NA,"Reactome",4.07216748768473,"Concordant Up","Apoptotic Execution Phase","REACTOME_APOPTOTIC_EXECUTION_PHASE",0.00801716602083554,"11/591","ADD1/BCAP31/DBNL/FNTA/GSN/KPNA1/KPNB1/MAPT/PAK2/SPTAN1/VIM","Concordant Up"
"REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION",0.00376769157026285,0.00881016600264471,2.00934304421393,13,23,NA,"Reactome",3.37370242214533,"Concordant Up","Cytosolic Trna Aminoacylation","REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION",0.00881016600264471,"13/591","AIMP1/CARS1/DARS1/FARSA/FARSB/LARS1/MARS1/NARS1/QARS1/RARS1/SARS1/TARS1/VARS1","Concordant Up"
"KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE",0.00415147264401438,0.00934081344903235,2.22186971235195,10,16,NA,"KEGG",4.31440045897877,"Concordant Up","Reference Dynein Recruitment To The Kinetochore","KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE",0.00934081344903235,"10/591","ACTR1A/DCTN1/DCTN2/DCTN4/DCTN6/DYNC1H1/DYNC1I2/DYNC1LI1/DYNLRB1/DYNLT1","Concordant Up"
"REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION",0.00470483779218337,0.0109194369654405,1.44421531302876,39,96,NA,"Reactome",1.80101067887109,"Concordant Up","Class I Mhc Mediated Antigen Processing Presentation","REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION",0.0109194369654405,"39/591","BCAP31/CANX/CD36/CUL2/ERAP1/HLA-A/HSPA5/HUWE1/KLHL41/PDIA3/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB3/PSMB4/PSMB7/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD8/PSME1/PSME2/S100A8/S100A9/SEC23A/SEC31A/TPP2/UBAC1","Concordant Up"
"GOBP_PROTEIN_FOLDING",1.24081518362594e-05,0.0122964784697331,1.73885455749283,45,92,NA,"GO:BP",2.56546644844517,"Concordant Up","Protein Folding","GOBP_PROTEIN_FOLDING",0.0122964784697331,"45/591","AHSA1/BAG3/CANX/CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/CHCHD4/CRYAB/CSNK2A1/DNAJA1/DNAJA2/DNAJA4/DNAJB4/ERO1A/HSP90AA1/HSP90AB1/HSP90B1/HSPA4/HSPA5/HSPA8/HSPA9/HSPB1/HSPB2/HSPB6/HSPD1/HSPE1/HYOU1/LMAN1/NGLY1/P4HB/PDCD5/PDIA3/PDIA4/PPIA/PPIB/RUVBL2/TBCB/TCP1/TXNDC5/UNC45B/VAPA","Concordant Up"
"REACTOME_AGGREPHAGY",0.00601313734539727,0.0138524867734707,2.05815299670496,11,19,NA,"Reactome",3.56077586206897,"Concordant Up","Aggrephagy","REACTOME_AGGREPHAGY",0.0138524867734707,"11/591","DYNC1H1/DYNC1I2/DYNC1LI1/HSP90AA1/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6/VCP/VIM","Concordant Up"
"REACTOME_ION_HOMEOSTASIS",0.00614367637074729,0.0140491422889883,1.92562041737169,13,24,NA,"Reactome",3.06495753381567,"Concordant Up","Ion Homeostasis","REACTOME_ION_HOMEOSTASIS",0.0140491422889883,"13/591","AHCYL1/ASPH/ATP1A1/ATP1A2/ATP1B1/ATP2A1/ATP2A3/CALM1/CAMK2B/CAMK2D/FXYD1/PRKACA/STIM1","Concordant Up"
"REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY",0.00678900067887838,0.0154115270885487,1.77749576988156,16,32,NA,"Reactome",2.59826086956522,"Concordant Up","Sars Cov 1 Modulates Host Translation Machinery","REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY",0.0154115270885487,"16/591","EEF1A1/RPS11/RPS13/RPS14/RPS15A/RPS16/RPS17/RPS19/RPS2/RPS24/RPS27/RPS28/RPS3/RPS4X/RPS6/RPS8","Concordant Up"
"REACTOME_AUTOPHAGY",0.00690741596620218,0.0155667127933977,1.57999623989472,24,54,NA,"Reactome",2.08818342151675,"Concordant Up","Autophagy","REACTOME_AUTOPHAGY",0.0155667127933977,"24/591","CHMP4B/CHMP6/CSNK2A1/CSNK2B/DYNC1H1/DYNC1I2/DYNC1LI1/EEF1A1/HSP90AA1/HSP90AB1/HSPA8/LAMTOR2/PLIN3/PRKAA1/PRKAA2/PRKAB2/PRKAG1/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6/VCP/VIM","Concordant Up"
"HALLMARK_MITOTIC_SPINDLE",0.00091248936719293,0.0164248086094727,1.92985255015712,19,35,NA,"Hallmark",3.10161713286713,"Concordant Up","Mitotic Spindle","HALLMARK_MITOTIC_SPINDLE",0.0164248086094727,"19/591","CLIP2/CTTN/DYNC1H1/EPB41/EZR/FLNA/FLNB/FSCN1/GSN/KIF5B/KLC1/LRPPRC/MAPRE1/MARCKS/MYH9/SPTAN1/SPTBN1/TUBA4A/VCL","Concordant Up"
"REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT",0.00751132833172969,0.0164508669800559,1.54049633389735,26,60,NA,"Reactome",1.99770952628839,"Concordant Up","Er To Golgi Anterograde Transport","REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT",0.0164508669800559,"26/591","ACTR1A/ANK1/COPA/COPB2/DCTN1/DCTN2/DCTN4/DCTN6/DYNC1H1/DYNC1I2/DYNC1LI1/LMAN1/NSF/SEC23A/SEC23IP/SEC31A/SPTAN1/SPTBN1/TFG/TMED9/TRAPPC3/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6","Concordant Up"
"REACTOME_HSF1_DEPENDENT_TRANSACTIVATION",0.00757747407036067,0.0164796813698054,2.0911714939783,10,17,NA,"Reactome",3.69559872141628,"Concordant Up","Hsf1 Dependent Transactivation","REACTOME_HSF1_DEPENDENT_TRANSACTIVATION",0.0164796813698054,"10/591","CAMK2B/CAMK2D/CRYAB/HSP90AA1/HSP90AB1/HSPA8/HSPB1/HSPB2/HSPB8/SERPINH1","Concordant Up"
